time,LUPA_gyr_x,LUPA_gyr_y,LUPA_gyr_z,LUPA_acc_x,LUPA_acc_y,LUPA_acc_z,LUPA_mag_x,LUPA_mag_y,LUPA_mag_z
10.0,-17.822265625,63.4765625,-40.83251953125,0.7750480666524246,-0.3673207800531022,-0.5667897579882198,-6.125,29.9375,18.25
10.5,24.47509765625,-85.26611328125,70.86181640625,0.6379589220862453,-0.543717764824366,-0.7004608294930875,6.3125,34.6875,14.25
11.0,21.240234375,-57.12890625,48.27880859375,0.3294778283028657,-0.629657887508774,-0.6771446882534257,12.6875,36.4375,5.375
11.5,16.66259765625,-4.5166015625,34.36279296875,-0.1442915128025147,-0.7595446638386181,-0.5902279732657857,19.8125,32.4375,-2.1875
12.0,16.66259765625,33.203125,-46.20361328125,-0.2044740134891811,-0.5479903561510056,-0.3065279091769158,21.8125,30.3125,-2.1875
12.5,-40.58837890625,10.1318359375,23.01025390625,0.4464247566148869,-0.5926694540238655,-0.3333841975157933,10.3125,35.3125,8.0625
13.0,-7.9345703125,0.1220703125,3.72314453125,0.4027222510452589,-0.7136448255867184,-0.5086825159459212,13.6875,31.0625,11.125
13.5,-0.06103515625,-0.06103515625,-0.18310546875,0.3827021088290048,-0.7025360881374554,-0.5589770195623646,13.0625,32.0625,8.9375
14.0,-2.01416015625,-0.06103515625,0.06103515625,0.3892941068758201,-0.6971648304696798,-0.5630054628131962,14.6875,31.75,10.75
14.5,0.18310546875,0.42724609375,-0.6103515625,0.3886837366863002,-0.6966765343180639,-0.5793633838923307,11.6875,32.0625,8.9375
15.0,1.03759765625,-0.6103515625,-0.1220703125,0.3823358867152928,-0.6820276497695853,-0.5802179021576587,14.0,33.1875,11.625
15.5,-1.64794921875,-0.06103515625,0.1220703125,0.3825800347911008,-0.6878872035889767,-0.5905941953794976,13.6875,32.4375,12.5
16.0,24.658203125,-21.484375,-116.0888671875,0.5509201330607013,-0.47804193243202,-0.6009704886013367,0.875,38.25,11.125
16.5,-13.85498046875,75.927734375,-12.39013671875,0.6513870662556841,-0.1175572985015411,-0.4218878749961852,-16.625,27.0625,13.8125
17.0,-38.63525390625,-175.96435546875,38.0859375,0.8507339701528978,-0.2034974211859492,-0.9306924649800103,-0.6875,25.625,26.6875
17.5,14.0380859375,-24.10888671875,9.27734375,-0.3535264137699515,-0.0560319833979308,-0.8684347056489761,14.375,27.75,26.1875
18.0,50.78125,199.89013671875,-33.935546875,0.7748039185766167,-0.5238196966460158,-1.1617786187322612,-9.1875,31.75,10.75
18.5,3.35693359375,-33.14208984375,30.09033203125,0.8052003540147099,-0.3191015350810266,-0.6139103366191595,-2.75,31.375,18.25
19.0,74.64599609375,-29.84619140625,58.4716796875,0.4589983825189977,-0.6156193731498154,-0.7467268898586993,12.375,33.1875,9.375
19.5,4.39453125,-10.92529296875,12.02392578125,-0.2047181615649891,-0.7243873409222693,-0.4492324594866786,23.1875,28.875,-1.25
20.0,-7.8125,45.95947265625,-101.01318359375,0.0657979064302499,-0.7203588976714377,-0.5665456099124119,13.0625,32.4375,5.8125
20.5,-29.78515625,7.8125,-70.00732421875,0.9059114352855008,-0.271248512222663,-0.5448164311655018,-14.875,29.1875,10.75
21.0,28.1982421875,-92.4072265625,57.67822265625,0.8183843501083408,-0.2618488113040559,-0.6976531266212959,-2.4375,29.1875,13.8125
21.5,30.82275390625,13.18359375,61.1572265625,0.1038850062562944,-0.7079073458052308,-0.532242805261391,20.4375,31.0625,-3.4375
22.0,-77.20947265625,5.18798828125,-89.2333984375,0.1307412945951719,-0.6963103122043519,-0.4179815057832575,9.3125,36.8125,6.25
22.5,-2.8076171875,59.50927734375,-66.650390625,0.8324228644672994,-0.249885555589465,-0.6445509201330607,-11.5,29.9375,11.125
23.0,-27.34375,23.62060546875,29.4189453125,0.8783227027191992,-0.1834772789696951,-0.5045319986571856,-7.8125,29.5625,17.8125
23.5,0.30517578125,0.67138671875,-0.67138671875,0.8550065614795374,-0.2020325327311014,-0.4690084536271248,-7.8125,33.5625,16.4375
24.0,7.62939453125,2.62451171875,-2.62451171875,0.8641621143223365,-0.1984923856318857,-0.4543595690786462,-10.5625,31.0625,15.1875
24.5,-5.859375,-0.91552734375,-0.18310546875,0.8543961912900174,-0.2070375682851649,-0.4519180883205664,-8.8125,31.375,13.4375
25.0,-3.662109375,1.5869140625,3.60107421875,0.8763695181127353,-0.1760307626575518,-0.4422742393261513,-9.1875,28.5,18.25
25.5,2.01416015625,-1.0986328125,-2.13623046875,0.868678853724784,-0.1915341654713583,-0.4506973479415265,-10.5625,30.3125,15.1875
26.0,1.77001953125,0.42724609375,-0.42724609375,0.8641621143223365,-0.2032532731101413,-0.4619281594286935,-8.8125,29.9375,13.4375
26.5,-2.62451171875,0.30517578125,0.732421875,0.8653828547013764,-0.1928769798883022,-0.4524063844721824,-7.8125,29.9375,16.0
27.0,0.67138671875,-1.3427734375,0.9765625,0.8733176671651357,-0.1904354991302224,-0.4318979461043122,-10.1875,31.75,16.4375
27.5,0.732421875,-0.6103515625,-0.42724609375,0.8596453749198889,-0.2074037903988769,-0.4544816431165502,-8.8125,27.75,13.8125
28.0,-1.3427734375,0.18310546875,0.1220703125,0.869899594103824,-0.2030091250343333,-0.4420300912503433,-8.5,29.5625,13.4375
28.5,0.79345703125,-0.3662109375,-0.3662109375,0.8736838892788477,-0.2034974211859492,-0.445326090273751,-8.5,32.0625,13.4375
29.0,1.953125,-0.42724609375,-0.9765625,0.8739280373546556,-0.1942197943052461,-0.4351939451277199,-8.8125,30.6875,11.625
29.5,-2.13623046875,-0.8544921875,0.9765625,0.8680684835352641,-0.1936094241157261,-0.4437391277809991,-7.1875,30.6875,16.0
30.0,0.54931640625,0.3662109375,-0.3662109375,0.8707541123691519,-0.2016663106173894,-0.4387340922269356,-9.5,32.0625,12.5
30.5,-1.28173828125,0.91552734375,-0.18310546875,0.879665517136143,-0.1826227607043672,-0.423596911526841,-9.875,29.5625,12.5
31.0,0.91552734375,-0.1220703125,-0.6103515625,0.8755149998474074,-0.1917783135471663,-0.434095278786584,-9.5,29.5625,17.8125
31.5,-0.1220703125,-0.06103515625,-0.06103515625,0.8709982604449599,-0.1927549058503982,-0.4423963133640552,-8.5,31.75,12.5
32.0,0.48828125,-0.732421875,-0.18310546875,0.8708761864070559,-0.19495223853267,-0.4392223883785516,-9.875,31.0625,16.4375
32.5,0.42724609375,-0.42724609375,0.54931640625,0.8738059633167516,-0.194708090456862,-0.4516739402447584,-8.8125,29.9375,14.25
33.0,14.34326171875,-73.54736328125,25.69580078125,0.7730948820459609,-0.3128757591479232,-0.7804193243202002,4.25,32.8125,19.5625
33.5,56.94580078125,-44.921875,69.7021484375,-0.2461012604144413,-0.5278481398968474,-0.6236762596514787,23.5,28.875,-2.0625
34.0,8.30078125,11.53564453125,2.50244140625,-0.4221320230719931,-0.532120731223487,-0.5250404370250557,24.5,29.1875,-2.5625
34.5,-63.8427734375,119.56787109375,-117.00439453125,0.7320780053102206,-0.5475020599993896,-0.6692098757896664,-10.1875,31.75,12.0625
35.0,7.62939453125,10.31494140625,-5.67626953125,0.9249549851985228,-0.216559343241676,-0.4649800103762932,-11.5,29.5625,9.375
35.5,-7.50732421875,-76.35498046875,59.4482421875,0.8303476058229317,-0.2316965239417706,-0.6219672231208228,1.9375,33.1875,18.625
36.0,-3.90625,31.43310546875,18.4326171875,0.3099459822382275,-0.3408307138279366,-0.7406231879634999,10.6875,28.875,16.4375
36.5,2.8076171875,1.953125,-7.32421875,0.412366100039674,-0.445448164311655,-0.749656666768395,11.3125,29.1875,20.4375
37.0,-0.48828125,52.06298828125,-99.18212890625,0.8087405011139256,-0.2784508804589984,-0.6803186132389294,-11.875,30.6875,17.3125
37.5,-12.6953125,-53.1005859375,67.7490234375,0.8548844874416334,-0.2555009613330485,-0.6485793633838923,-0.0625,30.3125,16.4375
38.0,-3.0517578125,19.59228515625,35.7666015625,0.3057954649494919,-0.2487868892483291,-0.6710409863582263,13.3125,28.125,19.5625
38.5,2.38037109375,-0.79345703125,1.52587890625,0.3880733664967803,-0.379894405957213,-0.8172856837672048,12.375,26.3125,24.0
39.0,0.91552734375,-0.244140625,0.18310546875,0.3830683309427167,-0.3940549943540757,-0.8236335337382122,12.0,27.75,20.0
39.5,-0.54931640625,2.99072265625,-1.46484375,0.390758995330668,-0.3877071443830683,-0.826441236610004,11.3125,27.0625,22.6875
40.0,5.859375,-1.8310546875,-4.8828125,0.3825800347911008,-0.4250617999816889,-0.8093508713034455,12.6875,27.0625,20.0
40.5,-6.103515625,2.44140625,16.54052734375,0.3718375194555497,-0.4516739402447584,-0.826075014496292,13.375,24.875,25.8125
41.0,-5.615234375,-0.732421875,-1.5869140625,0.3776970732749412,-0.4517960142826624,-0.7958006530961028,14.375,27.0625,25.8125
41.5,0.18310546875,-0.9765625,-2.5634765625,0.3634144108401745,-0.423596911526841,-0.8174077578051088,13.375,26.6875,22.6875
42.0,-0.91552734375,0.48828125,-0.3662109375,0.3726920377208777,-0.4226203192236091,-0.8169194616534928,14.0,26.0,24.875
42.5,-0.244140625,-0.1220703125,-0.18310546875,0.3823358867152928,-0.3997924741355632,-0.8161870174260689,12.6875,26.3125,24.0
43.0,0.244140625,-0.1220703125,0.1220703125,0.3709830011902219,-0.4050416577654347,-0.8198492385631886,11.6875,26.6875,26.6875
43.5,0.06103515625,-0.1220703125,0.1220703125,0.3742790002136296,-0.4036988433484909,-0.8203375347148045,13.375,27.4375,23.625
44.0,0.18310546875,-0.3662109375,0.30517578125,0.3709830011902219,-0.4052858058412427,-0.8203375347148045,15.0625,26.3125,18.625
44.5,0.06103515625,-0.1220703125,0.18310546875,0.3707388531144139,-0.4034546952726829,-0.8204596087527085,12.375,25.625,24.0
45.0,6.591796875,-102.60009765625,26.7333984375,0.1527146214178899,-0.5785088656270028,-0.976836451307718,23.875,29.9375,12.0625
45.5,8.30078125,-14.0380859375,-29.6630859375,-0.3350932340464492,-0.5329752494888149,-0.5238196966460158,14.0,35.6875,1.375
46.0,-31.31103515625,108.33740234375,-44.98291015625,0.7127903073213904,-0.5645924253059481,-0.7315897091586047,-7.5,34.3125,9.375
46.5,-14.09912109375,-63.29345703125,28.076171875,0.7804193243202002,-0.4384899441511276,-0.7131565294351024,7.3125,31.0625,18.625
47.0,12.20703125,4.21142578125,3.662109375,-0.0821558275093844,-0.1905575731681264,-0.8125247962889492,15.75,30.6875,20.0
47.5,96.00830078125,-1.3427734375,46.0205078125,0.30420850245674,-0.6798303170873135,-1.0746177556688132,19.4375,29.9375,11.625
48.0,12.8173828125,-2.685546875,8.48388671875,-0.0271004364146855,-0.6621295815912351,-0.618671224097415,17.75,34.6875,4.5
48.5,-10.92529296875,20.81298828125,-27.77099609375,0.3968626972258675,-0.7950682088686789,-0.727927488021485,9.0,36.8125,4.0625
49.0,0.9765625,-35.46142578125,37.7197265625,0.4659566026795251,-0.8335215308084353,-0.6556596575823237,15.375,33.5625,0.0625
49.5,-0.91552734375,19.53125,-15.5029296875,0.0802026429029206,-0.7574694051942503,-0.3813592944120609,12.6875,33.5625,7.1875
50.0,-9.58251953125,1.77001953125,-1.0986328125,0.4173711355937376,-0.6803186132389294,-0.5189367351298563,10.6875,34.6875,8.9375
50.5,12.02392578125,-4.21142578125,-6.103515625,0.4026001770073549,-0.7125461592455824,-0.5649586474196601,10.3125,32.8125,5.8125
51.0,6.103515625,-9.521484375,-7.568359375,0.4458143864253669,-0.7140110477004303,-0.5550706503494369,8.3125,36.8125,11.125
51.5,28.1982421875,53.16162109375,-41.32080078125,0.5637379070406201,-0.2985930967131565,-0.8088625751518296,-4.4375,31.75,15.625
52.0,8.23974609375,25.0244140625,-53.3447265625,0.8119144260994293,-0.0526139103366191,-0.4145634327219458,-10.875,26.6875,15.625
52.5,8.6669921875,-24.4140625,7.32421875,0.8493911557359538,-0.0246589556566057,-0.5749687185277871,-1.0625,28.875,22.25
53.0,-16.7236328125,-17.39501953125,71.1669921875,0.1826227607043672,-0.1575975829340495,-0.7168187505722221,13.0625,26.3125,25.375
53.5,-16.78466796875,2.86865234375,4.82177734375,0.3829462569048127,-0.3328959013641773,-0.7544175542466506,12.6875,27.0625,24.0
54.0,-3.662109375,0.9765625,1.3427734375,0.3823358867152928,-0.347300637836848,-0.8448744163335062,14.6875,27.75,22.25
54.5,0.18310546875,-0.244140625,0.67138671875,0.3923459578234199,-0.3410748619037446,-0.8397473067415387,13.0625,26.6875,26.6875
55.0,0.42724609375,-0.06103515625,0.1220703125,0.3918576616718039,-0.3399761955626087,-0.8418225653859066,12.6875,26.6875,20.9375
55.5,0.67138671875,0.0,0.244140625,0.3988158818323313,-0.3375347148045289,-0.838038270210883,13.0625,25.625,26.1875
56.0,0.06103515625,-0.30517578125,-0.06103515625,0.3941770683919797,-0.3377788628803369,-0.8414563432721945,10.6875,24.875,24.875
56.5,1.03759765625,1.708984375,-0.8544921875,0.380016479995117,-0.3558458204901272,-0.8458510086367382,12.0,25.25,22.25
57.0,0.30517578125,-0.1220703125,0.48828125,0.390636921292764,-0.3424176763206885,-0.8446302682576983,12.375,24.875,23.125
57.5,0.18310546875,-0.18310546875,0.18310546875,0.3938108462782678,-0.3304544206060976,-0.8424329355754265,12.375,27.0625,28.0
58.0,-0.06103515625,-0.244140625,-0.06103515625,0.3884395886104922,-0.3353373821222571,-0.8427991576891385,13.6875,26.3125,26.1875
58.5,-0.1220703125,-0.06103515625,-0.1220703125,0.390758995330668,-0.3397320474868007,-0.8412121951963866,13.0625,26.3125,24.875
59.0,0.42724609375,0.0,0.244140625,0.3899044770653401,-0.3386333811456648,-0.8449964903714102,12.0,25.25,24.4375
59.5,0.0,-0.18310546875,0.18310546875,0.3935666982024598,-0.3325296792504654,-0.8420667134617146,12.0,26.0,23.5
60.0,0.0,-0.30517578125,-0.06103515625,0.3900265511032441,-0.336558122501297,-0.8436536759544664,12.6875,25.25,24.0
60.5,-0.18310546875,0.18310546875,-0.06103515625,0.3899044770653401,-0.3386333811456648,-0.8426770836512345,13.0625,25.25,24.875
61.0,0.06103515625,-0.18310546875,0.1220703125,0.3901486251411481,-0.3382671590319528,-0.8421887874996186,11.3125,26.6875,25.8125
61.5,0.54931640625,0.0,-0.06103515625,0.3901486251411481,-0.3381450849940489,-0.8442640461439863,12.6875,27.0625,20.9375
62.0,-0.18310546875,0.1220703125,0.244140625,0.3869747001556444,-0.3394878994109928,-0.8426770836512345,11.3125,27.4375,24.875
62.5,0.1220703125,0.0,0.30517578125,0.3905148472548601,-0.336924344615009,-0.84804834131901,11.3125,27.4375,27.125
63.0,-0.30517578125,-0.244140625,0.06103515625,0.3870967741935484,-0.3389996032593768,-0.8431653798028504,12.0,25.625,27.5625
63.5,-0.06103515625,-0.244140625,0.244140625,0.3892941068758201,-0.3383892330698568,-0.847560045167394,11.0,24.5,23.125
64.0,0.06103515625,0.18310546875,0.0,0.3862422559282205,-0.3391216772972808,-0.8463393047883542,12.0,25.25,25.375
64.5,0.244140625,-0.1220703125,0.244140625,0.3877071443830683,-0.337290566728721,-0.8448744163335062,12.6875,27.0625,21.75
65.0,-0.1220703125,0.06103515625,0.0,0.3891720328379162,-0.3319193090609454,-0.8423108615375225,12.0,26.3125,26.1875
65.5,0.1220703125,-0.18310546875,-0.18310546875,0.3914914395580919,-0.3358256782738731,-0.8443861201818903,12.0,26.0,21.3125
66.0,0.06103515625,-0.3662109375,0.18310546875,0.3878292184209723,-0.3354594561601611,-0.8434095278786584,11.6875,25.625,24.4375
66.5,-0.06103515625,-0.244140625,0.0,0.3877071443830683,-0.3330179754020813,-0.8424329355754265,11.0,25.25,25.375
67.0,-0.1220703125,-0.1220703125,0.0,0.3927121799371318,-0.3309427167577135,-0.8449964903714102,12.6875,27.4375,28.875
67.5,0.3662109375,-0.18310546875,0.244140625,0.3899044770653401,-0.3319193090609454,-0.8440198980681783,12.6875,26.3125,23.625
68.0,0.30517578125,-0.1220703125,0.18310546875,0.390636921292764,-0.3335062715536973,-0.8486587115085299,11.0,26.6875,23.125
68.5,0.6103515625,0.0,0.18310546875,0.3894161809137241,-0.3332621234778893,-0.8473158970915861,12.375,26.3125,24.875
69.0,0.30517578125,0.06103515625,0.1220703125,0.391369365520188,-0.3336283455916013,-0.8448744163335062,12.0,25.25,23.5
69.5,0.48828125,-0.3662109375,0.79345703125,0.391369365520188,-0.3332621234778893,-0.8469496749778741,11.3125,26.3125,24.875
70.0,0.42724609375,-0.30517578125,0.1220703125,0.3932004760887478,-0.3321634571367534,-0.8429212317270425,12.375,27.4375,26.6875
70.5,0.1220703125,-0.1220703125,0.18310546875,0.390758995330668,-0.3326517532883694,-0.8414563432721945,13.375,26.0,26.6875
71.0,0.3662109375,0.0,0.42724609375,0.3890499588000122,-0.3397320474868007,-0.8459730826746422,11.6875,25.625,28.0
71.5,0.48828125,-0.1220703125,0.3662109375,0.391247291482284,-0.3344828638569292,-0.8436536759544664,13.0625,25.625,24.4375
72.0,-0.3662109375,0.06103515625,-0.48828125,0.3901486251411481,-0.3387554551835688,-0.8449964903714102,12.0,26.6875,24.0
72.5,-0.42724609375,-0.3662109375,0.244140625,0.390881069368572,-0.3402203436384167,-0.8469496749778741,12.375,25.25,24.4375
73.0,0.3662109375,-0.244140625,0.3662109375,0.39112521744438,-0.3350932340464492,-0.8489028595843379,12.375,26.3125,25.375
73.5,-0.1220703125,-0.244140625,0.06103515625,0.3902706991790521,-0.336680196539201,-0.8484145634327219,13.0625,26.3125,24.4375
74.0,0.48828125,-0.244140625,0.18310546875,0.3889278847621082,-0.3338724936674093,-0.8468276009399701,11.6875,25.25,25.8125
74.5,0.244140625,0.0,0.0,0.3855098117007965,-0.3331400494399854,-0.847804193243202,11.6875,23.75,24.0
75.0,0.48828125,0.0,-0.06103515625,0.3900265511032441,-0.337168492690817,-0.8451185644093142,13.375,27.75,26.1875
75.5,-0.06103515625,-0.06103515625,0.06103515625,0.3918576616718039,-0.3389996032593768,-0.8492690816980498,12.0,24.875,24.875
76.0,0.6103515625,0.0,0.06103515625,0.3884395886104922,-0.3310647907956175,-0.847926267281106,11.6875,27.4375,27.125
76.5,0.0,-0.06103515625,0.06103515625,0.3857539597766045,-0.3316751609851375,-0.8469496749778741,11.6875,25.25,20.4375
77.0,0.48828125,-0.1220703125,0.3662109375,0.3874629963072603,-0.337168492690817,-0.8469496749778741,13.0625,27.75,26.1875
77.5,0.6103515625,-0.30517578125,0.48828125,0.3874629963072603,-0.3335062715536973,-0.8468276009399701,12.0,24.875,24.0
78.0,-0.1220703125,0.06103515625,0.0,0.3861201818903165,-0.3330179754020813,-0.8484145634327219,13.0625,25.25,24.0
78.5,0.06103515625,0.06103515625,-0.244140625,0.3838007751701406,-0.336558122501297,-0.8443861201818903,11.6875,26.0,24.0
79.0,0.06103515625,-0.06103515625,-0.06103515625,0.3897824030274361,-0.3310647907956175,-0.8445081942197943,12.0,27.4375,20.0
79.5,-0.06103515625,-0.1220703125,0.42724609375,0.3881954405346843,-0.3315530869472335,-0.8462172307504502,13.0625,24.875,26.6875
80.0,0.18310546875,-0.18310546875,-0.06103515625,0.3880733664967803,-0.3317972350230415,-0.847804193243202,11.0,24.875,24.0
80.5,0.0,-0.1220703125,0.06103515625,0.3851435895870845,-0.3350932340464492,-0.8495132297738578,11.6875,25.25,26.1875
81.0,0.1220703125,-0.1220703125,0.1220703125,0.3840449232459487,-0.3338724936674093,-0.848170415356914,11.6875,25.25,25.375
81.5,0.3662109375,0.06103515625,0.1220703125,0.3883175145725883,-0.3320413830988494,-0.8473158970915861,13.0625,26.0,24.875
82.0,0.30517578125,0.0,0.18310546875,0.3928342539750358,-0.3277687917722098,-0.8457289345988341,11.3125,26.0,24.4375
82.5,0.1220703125,-0.18310546875,0.06103515625,0.3919797357097079,-0.3294778283028657,-0.8463393047883542,12.375,26.0,26.1875
83.0,0.3662109375,-0.244140625,0.1220703125,0.3899044770653401,-0.3293557542649617,-0.8482924893948179,10.6875,26.0,24.0
83.5,-0.1220703125,-0.18310546875,0.18310546875,0.3891720328379162,-0.3333841975157933,-0.8471938230536821,11.6875,27.4375,24.875
