time,RUPA_gyr_x,RUPA_gyr_y,RUPA_gyr_z,RUPA_acc_x,RUPA_acc_y,RUPA_acc_z,RUPA_mag_x,RUPA_mag_y,RUPA_mag_z
7.0,-1.3427734375,-30.09033203125,-26.85546875,0.86977752006592,0.3480330820642719,-0.4206671346171453,-20.375,-29.3125,11.6875
7.5,2.44140625,-20.3857421875,-59.08203125,0.1699270607623523,0.5838801232947782,-0.6327097384563738,5.0,-32.375,18.9375
8.0,-9.27734375,43.8232421875,24.2919921875,0.0327158421582689,0.6150090029602954,-0.7942136906033509,10.3125,-27.8125,16.875
8.5,-65.12451171875,-19.83642578125,-32.5927734375,-0.0529801324503311,0.6823938718832973,-0.7853022858363597,11.6875,-27.0625,17.6875
9.0,-13.427734375,18.6767578125,-1.3427734375,-0.2337717825861384,0.5882747886593219,-0.4033326212347788,20.875,-22.1875,11.3125
9.5,-9.765625,21.6064453125,57.0068359375,0.2863856929227577,0.8607440412610248,-0.5732596819971313,5.375,-35.375,9.25
10.0,2.25830078125,-2.9296875,3.47900390625,0.4035767693105869,0.7839594714194159,-0.5362712485122226,-1.3125,-34.6875,17.3125
10.5,-0.79345703125,-1.15966796875,0.244140625,0.3773308511612293,0.7348857081820124,-0.5257728812524797,-0.1875,-33.875,12.5
11.0,-8.1787109375,-24.5361328125,-10.1318359375,0.2017883846552934,0.4972075563829463,-0.7469710379345073,3.625,-28.25,22.875
11.5,31.1279296875,-50.78125,-72.81494140625,-0.3562120426038392,0.4328745384075442,-0.6128116702780236,24.4375,-14.5625,10.0625
12.0,-114.2578125,75.86669921875,140.13671875,-0.1508835108493301,0.5489669484542375,-0.3775749992370372,23.3125,-21.375,8.0625
12.5,23.74267578125,4.21142578125,2.685546875,0.3664662617877743,0.576067384868923,-0.4331186864833521,-2.6875,-35.0,13.75
13.0,-2.197265625,2.13623046875,-2.50244140625,0.4309213538010804,0.6964323862422559,-0.5492110965300455,-3.75,-33.5,14.875
13.5,1.3427734375,-0.732421875,0.30517578125,0.4297006134220404,0.6815393536179692,-0.5616626483962524,-3.0625,-35.0,16.5
14.0,-2.38037109375,-0.42724609375,0.06103515625,0.4271370586260567,0.695822016052736,-0.5680104983672597,-3.4375,-33.5,12.125
14.5,0.67138671875,-1.5869140625,-0.9765625,0.4224982451857051,0.7044892727439191,-0.5446943571275978,-2.0,-33.5,14.5
15.0,3.84521484375,0.48828125,-0.9765625,0.4185918759727774,0.6804406872768334,-0.5354167302468947,-3.4375,-33.875,15.6875
15.5,0.79345703125,-0.244140625,-1.28173828125,0.4246955778679769,0.6980193487350078,-0.5407879879146702,-1.6875,-32.8125,16.5
16.0,-14.58740234375,-27.89306640625,99.67041015625,0.6982634968108158,0.5904721213415937,-0.6148869289223914,-11.875,-33.5,10.0625
16.5,77.20947265625,67.93212890625,-7.4462890625,0.826075014496292,0.3223975341044343,-0.4919583727530747,-24.9375,-27.0625,10.0625
17.0,7.2021484375,-183.16650390625,-55.6640625,0.7668691061128574,0.2301095614490188,-0.9176305429242836,-16.125,-30.125,23.6875
17.5,1.89208984375,8.1787109375,-2.74658203125,-0.3596301156651509,0.2806482131412702,-0.7831049531540879,16.625,-25.1875,16.875
18.0,-7.14111328125,122.25341796875,2.74658203125,0.8630634479812006,0.3675649281289102,-0.914090395825068,-17.875,-28.9375,22.5
18.5,-4.150390625,-10.07080078125,-53.89404296875,0.7395245216223639,0.2921231727042451,-0.5724051637318034,-15.0625,-30.5,20.5625
19.0,-32.5927734375,-16.2353515625,-88.9892578125,0.3280129398480178,0.8017822809533982,-0.6217230750450148,2.125,-32.375,12.9375
19.5,0.79345703125,-5.0048828125,-12.75634765625,-0.2106997894222846,0.7834711752678,-0.4680318613238929,17.6875,-25.9375,13.3125
20.0,44.25048828125,15.13671875,127.50244140625,0.3103122043519394,0.771996215704825,-0.5455488753929258,6.0625,-31.25,11.6875
20.5,-28.6865234375,-18.5546875,-25.20751953125,0.8424329355754265,0.6150090029602954,-0.6401562547685171,-24.25,-28.25,14.5
21.0,-16.4794921875,29.6630859375,4.8828125,0.4193243202002014,0.6643269142735069,-0.5258949552903837,0.0625,-34.3125,12.5
21.5,-0.48828125,0.6103515625,-6.591796875,0.3667104098635823,0.793115024262215,-0.522476882229072,-0.1875,-36.5625,14.875
22.0,6.2255859375,-0.732421875,-5.0048828125,0.347911008026368,0.8080080568865017,-0.5028229621265298,-0.1875,-32.8125,13.3125
22.5,4.39453125,1.52587890625,-3.47900390625,0.3703726310007019,0.7531968138676107,-0.4876857814264351,-0.1875,-34.3125,13.3125
23.0,-7.568359375,2.197265625,-0.1220703125,0.3481551561021759,0.7828608050782799,-0.5033112582781457,0.75,-33.5,15.6875
23.5,-1.953125,-0.244140625,0.79345703125,0.337168492690817,0.7945799127170629,-0.477309488204596,-0.1875,-36.1875,14.125
24.0,0.732421875,-0.06103515625,4.33349609375,0.3914914395580919,0.7890865810113834,-0.4848780785546434,0.0625,-32.375,13.3125
24.5,-6.9580078125,-3.72314453125,0.1220703125,0.3886837366863002,0.7633289590136417,-0.4804834131900998,-0.9375,-34.3125,14.5
25.0,-1.46484375,0.1220703125,0.732421875,0.3599963377788628,0.7738273262733848,-0.5037995544297617,-2.0,-34.3125,12.9375
25.5,4.21142578125,0.79345703125,-2.0751953125,0.3618274483474227,0.7765129551072726,-0.4752342295602282,0.75,-35.0625,14.125
26.0,0.732421875,-0.79345703125,-0.91552734375,0.3681752983184301,0.7691885128330332,-0.4730368968779564,1.125,-33.875,14.125
26.5,4.150390625,-1.77001953125,0.0,0.3684194463942381,0.7921384319589831,-0.4688863795892208,-0.1875,-35.375,14.125
27.0,0.06103515625,2.01416015625,-0.9765625,0.3698843348490859,0.7627185888241218,-0.4869533371990112,-0.5625,-35.375,14.5
27.5,2.9296875,-1.46484375,-0.244140625,0.3719595934934537,0.7689443647572253,-0.4802392651142918,-0.1875,-35.8125,12.9375
28.0,-0.42724609375,-1.03759765625,-0.06103515625,0.3704947050386059,0.7762688070314646,-0.4856105227820673,-1.6875,-34.3125,14.5
28.5,0.18310546875,0.54931640625,-0.67138671875,0.3736686300241096,0.771263771477401,-0.4853663747062593,-1.3125,-34.6875,12.125
29.0,0.9765625,0.67138671875,0.244140625,0.3728141117587817,0.7697988830225532,-0.4898831141087069,-1.6875,-34.6875,13.3125
29.5,1.40380859375,-0.8544921875,0.42724609375,0.3779412213507492,0.771996215704825,-0.4907376323740348,-0.5625,-34.3125,11.3125
30.0,0.06103515625,-0.8544921875,-0.1220703125,0.3723258156071657,0.7677236243781854,-0.4856105227820673,-1.6875,-34.3125,14.875
30.5,-0.54931640625,0.3662109375,-0.54931640625,0.369029816583758,0.7740714743491928,-0.4871974852748191,2.5,-34.3125,14.5
31.0,0.1220703125,0.30517578125,-0.3662109375,0.3719595934934537,0.7728507339701529,-0.4814600054933317,-0.1875,-31.25,14.875
31.5,-0.18310546875,-0.3662109375,0.0,0.3681752983184301,0.7667470320749534,-0.478530228583636,0.0625,-34.6875,12.9375
32.0,-0.48828125,0.06103515625,-0.1220703125,0.3736686300241096,0.7799310281685843,-0.4749900814844203,1.125,-33.875,14.125
32.5,-0.8544921875,-0.1220703125,-0.30517578125,0.3744010742515335,0.7777336954863124,-0.4735251930295724,1.875,-33.875,11.3125
33.0,25.32958984375,-58.9599609375,-49.13330078125,0.2690511795403912,0.9837946714682456,-0.6397900326548052,2.875,-33.5,13.3125
33.5,-51.45263671875,15.93017578125,-24.35302734375,-0.5385906552323985,0.511490218817713,-0.5479903561510056,26.5625,-13.4375,7.6875
34.0,21.78955078125,-17.822265625,133.48388671875,-0.1989806817835017,0.6455275124362926,-0.5257728812524797,24.0625,-22.1875,8.5
34.5,44.25048828125,99.79248046875,39.24560546875,0.7837153233436079,0.532731101413007,-0.5996276741843929,-17.5,-29.75,19.3125
35.0,-93.20068359375,-85.02197265625,-77.33154296875,0.7853022858363597,0.5444502090517899,-0.5595873897518845,-20.375,-30.125,14.5
35.5,-20.5078125,28.01513671875,33.26416015625,0.3847773674733726,0.6961882381664479,-0.5521408734397412,0.0625,-32.8125,13.75
36.0,6.591796875,-5.4931640625,1.8310546875,0.4066286202581866,0.7621082186346019,-0.4934232612079226,-0.5625,-33.875,12.9375
36.5,-3.35693359375,3.47900390625,-5.55419921875,0.3944212164677877,0.760643330179754,-0.500259407330546,-1.6875,-35.375,14.125
37.0,-1.03759765625,-8.48388671875,11.8408203125,0.402111880855739,0.7426984466078677,-0.5265053254799036,-0.5625,-35.375,10.0625
37.5,-0.8544921875,-6.28662109375,-1.0986328125,0.3890499588000122,0.8021485030671102,-0.4973296304208502,-0.5625,-34.3125,12.9375
38.0,8.36181640625,-6.65283203125,10.3759765625,0.4769432660908841,0.7003387554551835,-0.5663014618366039,-3.75,-33.5,18.125
38.5,1.77001953125,0.3662109375,0.732421875,0.4365367595446638,0.663716544083987,-0.5843684194463943,-4.4375,-33.125,15.6875
39.0,-0.48828125,-1.03759765625,-1.40380859375,0.445448164311655,0.6682332834864345,-0.5859553819391461,-3.75,-32.375,17.6875
39.5,3.41796875,0.18310546875,-3.11279296875,0.4419080172124393,0.6452833643604846,-0.5782647175511948,-4.8125,-34.3125,13.75
40.0,-0.9765625,1.89208984375,-2.44140625,0.4544816431165502,0.6465041047395246,-0.5907162694174016,-5.1875,-33.125,14.125
40.5,-5.859375,-2.25830078125,-6.4697265625,0.3383892330698568,0.6264839625232703,-0.5829035309915463,-2.3125,-34.3125,19.3125
41.0,-2.01416015625,3.72314453125,-2.74658203125,0.423718985564745,0.6759239478743858,-0.5964537491988892,-3.75,-33.875,15.6875
41.5,0.8544921875,0.0,0.6103515625,0.4401989806817835,0.674336985381634,-0.5796075319681386,-4.125,-33.125,19.3125
42.0,-3.0517578125,-0.79345703125,-1.03759765625,0.4305551316873683,0.6770226142155217,-0.5627613147373882,-4.125,-32.375,17.6875
42.5,0.42724609375,-0.30517578125,-0.06103515625,0.4262825403607287,0.6788537247840816,-0.5715506454664754,-4.8125,-33.125,14.875
43.0,-0.244140625,-0.3662109375,0.30517578125,0.4303109836115604,0.6798303170873135,-0.5722830896938993,-2.6875,-34.3125,16.875
43.5,0.06103515625,-0.1220703125,0.1220703125,0.4278695028534806,0.6792199468977935,-0.5725272377697074,-3.4375,-32.8125,16.0625
44.0,0.06103515625,-0.3662109375,0.1220703125,0.4290902432325205,0.6800744651631214,-0.5741142002624592,-2.3125,-33.875,15.6875
44.5,-24.4140625,-4.33349609375,2.9296875,0.4533829767754143,0.684224982451857,-0.620014038514359,-3.4375,-32.375,15.3125
45.0,12.87841796875,-56.7626953125,-64.453125,-0.2011780144657735,0.6366161076693014,-0.5406659138767662,15.9375,-27.8125,15.6875
45.5,4.57763671875,84.5947265625,152.34375,0.2291329691457869,0.6422315134128849,-0.499404889065218,13.5,-29.75,6.9375
46.0,16.845703125,-13.48876953125,-17.88330078125,0.8244880520035401,0.3953978087710196,-0.4171269875179296,-20.375,-27.8125,12.9375
46.5,56.15234375,-107.48291015625,-82.82470703125,0.3138523514511551,0.358165227210303,-0.5858333079012421,0.0625,-28.625,20.9375
47.0,-14.6484375,64.8193359375,11.65771484375,0.1657765434736167,0.5247962889492477,-0.7566148869289224,6.375,-22.875,22.5
47.5,-34.85107421875,-3.11279296875,-27.587890625,-0.0772728659932248,0.6156193731498154,-0.5849787896359142,14.5625,-23.6875,16.0625
48.0,-2.5634765625,20.44677734375,77.2705078125,0.1547898800622577,0.8292489394817957,-0.5943784905545213,10.625,-28.25,14.875
48.5,1.40380859375,-1.46484375,-1.46484375,0.4444715720084231,0.7428205206457716,-0.6264839625232703,-3.0625,-32.0,17.3125
49.0,2.0751953125,2.74658203125,-3.7841796875,0.3764763328959014,0.6460158085879085,-0.6134220404675436,-3.75,-33.125,17.6875
49.5,0.67138671875,1.953125,1.3427734375,0.4060182500686666,0.6438184759056368,-0.6101260414441358,-2.6875,-32.0,17.6875
50.0,-1.52587890625,0.48828125,0.48828125,0.4218878749961852,0.6567583239234596,-0.6024353770561846,-3.75,-30.875,14.5
50.5,-1.40380859375,-0.54931640625,-0.9765625,0.424085207678457,0.6676229132969146,-0.587054048280282,-3.0625,-31.625,15.6875
51.0,-4.7607421875,1.0986328125,-3.90625,0.4358043153172399,0.7198706015198217,-0.5592211676381725,-3.4375,-31.25,15.6875
51.5,3.84521484375,1.64794921875,-0.6103515625,0.3932004760887478,0.6688436536759544,-0.5860774559770501,-2.0,-32.375,18.9375
52.0,-6.89697265625,0.8544921875,-0.30517578125,0.4079714346751305,0.7135227515488144,-0.5586107974486526,-3.75,-33.125,19.75
52.5,0.48828125,0.1220703125,-3.84521484375,0.413220618305002,0.7362285225989562,-0.5249183629871517,-1.6875,-33.125,15.3125
53.0,7.080078125,-2.86865234375,5.06591796875,0.4098025452436903,0.6936246833704642,-0.5487228003784295,-2.0,-32.375,15.6875
53.5,-1.3427734375,1.46484375,-0.244140625,0.4232306894131291,0.6726279488509781,-0.5923032319101535,-3.4375,-30.125,16.0625
54.0,-0.6103515625,-0.1220703125,0.18310546875,0.4204229865413373,0.6760460219122898,-0.5876644184698019,-4.125,-33.125,15.6875
54.5,-0.3662109375,0.244140625,-0.54931640625,0.4212775048066652,0.6755577257606739,-0.587176122318186,-4.125,-33.875,16.875
55.0,-0.06103515625,-0.30517578125,0.42724609375,0.4176152836695456,0.6685995056001465,-0.586321604052858,-3.75,-33.125,18.125
55.5,2.13623046875,0.42724609375,-0.42724609375,0.4196905423139134,0.6567583239234596,-0.5809503463850826,-3.0625,-30.875,17.6875
56.0,1.46484375,-0.48828125,-0.732421875,0.4207892086550492,0.6698202459791863,-0.5832697531052583,-2.3125,-32.8125,18.9375
56.5,1.52587890625,-0.30517578125,0.18310546875,0.423718985564745,0.6673787652211066,-0.5799737540818506,-3.75,-33.5,14.5
57.0,-0.48828125,-0.1220703125,-0.06103515625,0.4204229865413373,0.6706747642445143,-0.5833918271431623,-2.3125,-33.5,17.6875
57.5,0.18310546875,-0.3662109375,-0.42724609375,0.4163945432905057,0.67299417096469,-0.588030640583514,-5.5625,-33.5,16.5
58.0,-0.67138671875,-0.54931640625,0.3662109375,0.4189580980864894,0.6684774315622425,-0.5840021973326823,-2.6875,-32.375,18.5
58.5,-0.30517578125,0.18310546875,0.54931640625,0.4213995788445692,0.674336985381634,-0.5854670857875302,-4.4375,-33.875,17.6875
59.0,-0.3662109375,-0.06103515625,0.1220703125,0.4211554307687613,0.6653035065767388,-0.586931974242378,-3.4375,-31.25,17.6875
59.5,0.3662109375,-0.30517578125,-0.48828125,0.4196905423139134,0.6692098757896664,-0.5882747886593219,-3.4375,-32.0,18.5
60.0,-1.77001953125,-0.6103515625,0.30517578125,0.4196905423139134,0.6704306161687064,-0.5910824915311136,-2.3125,-33.875,18.5
60.5,-0.79345703125,-0.06103515625,0.48828125,0.4168828394421216,0.674092837305826,-0.5932798242133854,-2.3125,-33.5,18.5
61.0,-2.44140625,-0.732421875,0.0,0.4259163182470168,0.6833704641865291,-0.5859553819391461,-4.8125,-34.3125,15.3125
61.5,0.0,-0.244140625,0.18310546875,0.4259163182470168,0.685689870906705,-0.586931974242378,-3.4375,-31.625,17.6875
62.0,-1.52587890625,-0.42724609375,-0.06103515625,0.4226203192236091,0.6808069093905453,-0.5876644184698019,-4.8125,-32.0,14.875
62.5,0.18310546875,-0.06103515625,-0.48828125,0.4212775048066652,0.674581133457442,-0.5855891598254341,-4.8125,-33.125,13.75
63.0,0.48828125,0.0,-0.1220703125,0.4216437269203772,0.6750694296090579,-0.5901058992278817,-3.0625,-35.8125,14.875
63.5,-0.06103515625,-0.732421875,0.06103515625,0.4198126163518174,0.6657918027283547,-0.5891293069246498,-5.5625,-34.3125,16.0625
64.0,0.3662109375,-0.42724609375,0.1220703125,0.4216437269203772,0.6783654286324656,-0.5952330088198492,-3.4375,-32.8125,14.125
64.5,-0.42724609375,-0.48828125,0.18310546875,0.423474837488937,0.6705526902066103,-0.5888851588488418,-4.4375,-32.375,16.5
65.0,0.54931640625,-0.244140625,-0.30517578125,0.4199346903897213,0.6714072084719382,-0.5872981963560899,-4.8125,-32.8125,15.3125
65.5,0.06103515625,-0.42724609375,0.67138671875,0.4227423932615131,0.6705526902066103,-0.5891293069246498,-3.75,-34.3125,17.6875
66.0,0.6103515625,-0.9765625,1.52587890625,0.4217658009582812,0.6638386181218909,-0.5905941953794976,-5.1875,-32.375,18.5
66.5,-0.8544921875,0.0,0.3662109375,0.4206671346171453,0.6655476546525467,-0.5909604174932096,-3.75,-32.375,12.9375
67.0,-0.244140625,-0.48828125,0.06103515625,0.4221320230719931,0.674092837305826,-0.5910824915311136,-3.4375,-31.25,16.5
67.5,-0.1220703125,-0.30517578125,0.06103515625,0.4224982451857051,0.6707968382824183,-0.5874202703939939,-3.4375,-32.8125,16.125
68.0,1.03759765625,0.18310546875,-0.42724609375,0.4217658009582812,0.6667683950315867,-0.5899838251899777,-3.75,-31.25,16.0625
68.5,-1.0986328125,0.1220703125,0.0,0.4196905423139134,0.6624958037049471,-0.588030640583514,-2.6875,-34.3125,17.3125
69.0,1.3427734375,1.52587890625,-3.60107421875,0.423474837488937,0.6775109103671376,-0.5802179021576587,-4.8125,-30.875,16.5
69.5,0.6103515625,-0.244140625,-1.28173828125,0.4154179509872738,0.6798303170873135,-0.5818048646504105,-3.0625,-33.5,16.5
70.0,1.708984375,-0.30517578125,-0.67138671875,0.4150517288735618,0.6593218787194434,-0.5849787896359142,-3.4375,-32.8125,18.125
70.5,-1.52587890625,-0.48828125,-0.06103515625,0.4204229865413373,0.662984099856563,-0.586565752128666,-4.4375,-33.125,20.5625
71.0,1.708984375,0.06103515625,0.3662109375,0.4213995788445692,0.6766563921018097,-0.5963316751609852,-3.4375,-31.625,14.875
71.5,-1.5869140625,0.67138671875,2.99072265625,0.4260383922849208,0.6642048402356029,-0.6029236732078005,-2.0,-32.8125,16.875
72.0,0.30517578125,-0.42724609375,0.8544921875,0.4283577990050966,0.6651814325388348,-0.5882747886593219,-3.75,-32.8125,16.5
72.5,-0.30517578125,-0.1220703125,-0.30517578125,0.422864467299417,0.6368602557451094,-0.586321604052858,-5.5625,-32.375,17.3125
73.0,-1.28173828125,-0.8544921875,-0.6103515625,0.4248176519058809,0.6511429181798761,-0.5931577501754814,-4.125,-32.375,16.875
73.5,0.3662109375,-0.3662109375,-0.06103515625,0.4248176519058809,0.6577349162266914,-0.5963316751609852,-4.4375,-30.5,16.5
74.0,-0.244140625,-0.18310546875,-0.3662109375,0.4266487624744407,0.6638386181218909,-0.5893734550004578,-5.1875,-31.25,16.5
74.5,-0.3662109375,0.0,-0.18310546875,0.4246955778679769,0.6573686941129795,-0.5890072328867458,-3.0625,-33.125,13.3125
75.0,-1.15966796875,-0.48828125,0.06103515625,0.4281136509292886,0.6642048402356029,-0.5953550828577532,-5.5625,-34.3125,14.875
75.5,0.06103515625,-0.54931640625,0.0,0.4301889095736564,0.6593218787194434,-0.5891293069246498,-3.0625,-32.375,18.5
76.0,-2.74658203125,0.67138671875,-0.6103515625,0.4292123172704245,0.6675008392590106,-0.576799829096347,-2.6875,-32.375,14.5
76.5,-0.54931640625,0.42724609375,-0.91552734375,0.423352763451033,0.6751915036469619,-0.5904721213415937,-2.0,-30.5,15.3125
77.0,0.1220703125,0.06103515625,-0.18310546875,0.412732322153386,0.6700643940549944,-0.5931577501754814,-5.1875,-35.0625,12.9375
77.5,-0.42724609375,-0.30517578125,0.0,0.412610248115482,0.6673787652211066,-0.5854670857875302,-2.0,-34.3125,15.3125
78.0,0.18310546875,0.0,0.0,0.4183477278969695,0.6725058748130741,-0.5821710867641224,-4.4375,-32.375,19.3125
78.5,-0.67138671875,-0.42724609375,0.30517578125,0.4166386913663136,0.6649372844630268,-0.5827814569536424,-5.875,-32.375,14.875
79.0,0.18310546875,-0.18310546875,-0.8544921875,0.4213995788445692,0.6748252815332499,-0.5830256050294503,-4.125,-32.375,19.3125
79.5,-0.732421875,-0.48828125,0.48828125,0.4199346903897213,0.6773888363292336,-0.5844904934842983,-3.4375,-30.875,19.75
80.0,0.91552734375,-0.18310546875,-0.8544921875,0.4083376567888424,0.6601763969847713,-0.586443678090762,-2.0,-32.375,15.6875
80.5,-0.67138671875,-0.3662109375,0.06103515625,0.4168828394421216,0.6748252815332499,-0.5841242713705863,-2.0,-31.625,17.6875
81.0,-0.30517578125,-0.244140625,0.06103515625,0.412610248115482,0.6690878017517624,-0.58668782616657,-3.75,-34.6875,13.75
81.5,0.6103515625,-0.06103515625,-0.18310546875,0.4157841731009857,0.6800744651631214,-0.5909604174932096,-1.6875,-32.375,18.9375
82.0,-0.18310546875,-0.3662109375,-0.18310546875,0.4166386913663136,0.6788537247840816,-0.5818048646504105,-4.125,-32.375,18.125
82.5,-0.9765625,-0.244140625,0.6103515625,0.4198126163518174,0.6801965392010254,-0.5855891598254341,-2.6875,-33.5,16.0625
83.0,0.732421875,-0.18310546875,-0.3662109375,0.4182256538590655,0.6815393536179692,-0.5840021973326823,-3.4375,-32.8125,18.5
83.5,1.64794921875,0.06103515625,-0.6103515625,0.4167607654042176,0.6661580248420668,-0.5832697531052583,-3.4375,-33.125,19.3125
84.0,-0.244140625,-0.244140625,0.0,0.4152958769493698,0.6682332834864345,-0.5832697531052583,-2.3125,-33.125,16.5
84.5,5.55419921875,-23.0712890625,-9.27734375,0.3957640308847316,0.7567369609668264,-0.6903286843470565,-5.1875,-32.375,16.5
85.0,-31.25,13.5498046875,-47.66845703125,-0.2080141605883968,0.6712851344340343,-0.6067079683828241,17.0,-25.9375,10.875
85.5,27.40478515625,25.7568359375,162.109375,0.4513077181310465,0.7987304300057985,-0.5050202948088015,10.625,-28.9375,12.125
86.0,-63.720703125,-77.5146484375,-72.69287109375,0.8218024231696524,0.6562700277718436,-0.6295358134708701,-20.0,-28.9375,11.6875
86.5,3.96728515625,9.09423828125,14.22119140625,0.4412976470229194,0.8221686452833643,-0.6334421826837977,-0.1875,-34.6875,12.9375
87.0,6.16455078125,-3.47900390625,1.03759765625,0.4002807702871792,0.6899624622333446,-0.5793633838923307,-3.0625,-33.125,16.0625
87.5,-0.244140625,-0.1220703125,-1.0986328125,0.402356028931547,0.6935026093325602,-0.5741142002624592,-3.0625,-32.375,15.3125
88.0,2.9296875,-1.8310546875,0.91552734375,0.41224402600177,0.7260963774529252,-0.5487228003784295,-2.6875,-32.0,16.0625
88.5,-1.77001953125,-0.67138671875,0.30517578125,0.3892941068758201,0.728782006286813,-0.5427411725211341,-1.3125,-34.3125,15.6875
89.0,0.244140625,-7.01904296875,6.7138671875,0.4549699392681661,0.7113254188665425,-0.587054048280282,-3.4375,-35.0625,14.125
89.5,0.1220703125,-0.6103515625,-0.3662109375,0.4104129154332102,0.6750694296090579,-0.587176122318186,-3.75,-32.8125,18.125
90.0,0.6103515625,-0.42724609375,0.91552734375,0.4183477278969695,0.6781212805566577,-0.5820490127262185,-3.0625,-33.5,14.5
90.5,-0.6103515625,-0.9765625,-0.54931640625,0.4152958769493698,0.685689870906705,-0.5908383434553056,-4.8125,-32.8125,16.875
91.0,-3.41796875,-1.46484375,1.953125,0.4091921750541704,0.6722617267372661,-0.5966978972746971,-3.4375,-33.5,17.6875
91.5,0.30517578125,0.1220703125,-0.54931640625,0.4104129154332102,0.6609088412121952,-0.5842463454084903,-3.75,-32.375,13.3125
92.0,-0.30517578125,-0.18310546875,-0.9765625,0.4243293557542649,0.6754356517227699,-0.5831476790673543,-3.0625,-33.875,16.5
92.5,1.953125,-0.244140625,-0.3662109375,0.4227423932615131,0.6704306161687064,-0.5841242713705863,-5.5625,-32.375,17.3125
93.0,-3.173828125,2.62451171875,-1.40380859375,0.4144413586840418,0.6781212805566577,-0.5793633838923307,-2.6875,-32.8125,20.5625
93.5,1.8310546875,-1.64794921875,1.77001953125,0.4177373577074496,0.6529740287484359,-0.5957213049714651,-3.75,-32.8125,14.875
94.0,-1.28173828125,0.244140625,-0.18310546875,0.4306772057252723,0.6642048402356029,-0.5848567155980102,-5.875,-32.8125,17.3125
94.5,0.732421875,-1.03759765625,-0.42724609375,0.4261604663228248,0.673238319040498,-0.5831476790673543,-3.0625,-33.875,15.6875
95.0,2.3193359375,-0.67138671875,0.79345703125,0.4257942442091128,0.673116245002594,-0.5894955290383618,-4.125,-33.125,18.9375
95.5,0.244140625,-0.91552734375,-0.48828125,0.4283577990050966,0.6598101748710593,-0.5883968626972259,-2.6875,-33.5,15.3125
96.0,-0.244140625,-0.3662109375,-0.18310546875,0.4244514297921689,0.6605426190984832,-0.5953550828577532,-4.4375,-32.0,17.3125
96.5,0.3662109375,-0.30517578125,-0.18310546875,0.4211554307687613,0.6548051393169958,-0.5940122684408093,-3.75,-32.375,17.6875
97.0,0.30517578125,-0.732421875,0.30517578125,0.4282357249671926,0.6587115085299234,-0.5947447126682333,-3.4375,-33.125,19.3125
97.5,0.1220703125,-0.3662109375,-0.06103515625,0.4251838740195929,0.6599322489089633,-0.5948667867061372,-4.125,-32.8125,16.875
98.0,-0.1220703125,-0.1220703125,-0.1220703125,0.423963133640553,0.6682332834864345,-0.5958433790093692,-3.75,-34.3125,15.6875
98.5,0.30517578125,-0.3662109375,-0.06103515625,0.4256721701712088,0.663350321970275,-0.597674489577929,-5.1875,-30.5,15.6875
99.0,-0.42724609375,-0.244140625,-0.244140625,0.422864467299417,0.6612750633259071,-0.6009704886013367,-3.75,-32.8125,15.6875
99.5,1.46484375,-0.48828125,0.0,0.4264046143986327,0.6596881008331553,-0.5968199713126011,-4.8125,-32.0,15.6875
