time,RSHO_gyr_x,RSHO_gyr_y,RSHO_gyr_z,RSHO_acc_x,RSHO_acc_y,RSHO_acc_z,RSHO_mag_x,RSHO_mag_y,RSHO_mag_z
33.5,-15.31982421875,-1.77001953125,-4.33349609375,0.3864864040040284,0.466933194982757,-0.7903073213904233,0.875,-32.6875,14.375
34.0,-3.2958984375,6.04248046875,-8.72802734375,0.1685842463454085,0.6150090029602954,-0.7699209570604572,-2.5,-34.125,15.9375
34.5,3.2958984375,12.20703125,21.42333984375,0.1975157933286538,0.6062196722312082,-0.7014374217963195,-13.9375,-28.625,17.9375
35.0,-14.95361328125,5.55419921875,19.34814453125,0.4538712729270302,0.3253273110141301,-0.8185064241462447,-13.9375,-25.375,18.3125
35.5,-2.86865234375,-16.2353515625,-0.42724609375,0.4587542344431898,0.3137302774132511,-0.8235114597003083,-6.3125,-30.875,15.5625
36.0,9.033203125,23.13232421875,1.52587890625,0.4373912778099917,0.5044099246192816,-0.7815179906613361,-7.0625,-31.9375,19.9375
36.5,7.50732421875,-7.32421875,-4.82177734375,0.2898037659840693,0.4410534989471114,-0.8393810846278268,-7.5,-29.375,19.125
37.0,-1.46484375,5.37109375,-1.28173828125,0.3314310129093295,0.4223761711478011,-0.8231452375865963,-5.9375,-32.3125,18.75
37.5,0.244140625,1.8310546875,2.50244140625,0.4171269875179296,0.4063844721823786,-0.7997070223090305,-7.5,-30.125,18.75
38.0,-3.35693359375,4.5166015625,-0.91552734375,0.3483993041779839,0.4734031189916684,-0.8065431684316537,-5.5625,-27.5,20.3125
38.5,9.70458984375,-14.34326171875,-1.77001953125,0.1944639423810541,0.358287301248207,-0.8784447767571032,-4.375,-27.875,23.5
39.0,-2.38037109375,1.15966796875,-0.18310546875,0.2381664479506821,0.3853877376628925,-0.8719748527481918,-3.625,-28.625,19.9375
39.5,-0.3662109375,0.3662109375,0.1220703125,0.2346263008514664,0.3848994415112766,-0.8846705526902066,-4.0,-29.0,18.75
40.0,-1.89208984375,4.82177734375,-1.89208984375,0.2439039277321695,0.3946653645435957,-0.879665517136143,-4.0,-29.375,20.3125
40.5,2.74658203125,-5.37109375,-2.0751953125,0.2144840845973082,0.369273964659566,-0.8764915921506393,-5.1875,-30.875,18.3125
41.0,-4.57763671875,-4.33349609375,5.859375,0.2813806573686941,0.4046754356517227,-0.8600115970336009,-3.625,-28.625,21.0625
41.5,-1.03759765625,2.62451171875,-2.13623046875,0.2666096987823114,0.3847773674733726,-0.8604998931852168,-4.75,-28.625,19.5
42.0,1.64794921875,-1.64794921875,-0.79345703125,0.2701498458815271,0.4068727683339945,-0.8670918912320322,-5.5625,-29.0,16.3125
42.5,-0.79345703125,0.18310546875,2.9296875,0.2688070314645833,0.3941770683919797,-0.868923001800592,-4.75,-29.0,21.5
43.0,0.30517578125,0.244140625,-0.30517578125,0.2740562150944547,0.390881069368572,-0.8668477431562243,-4.375,-28.25,20.75
43.5,0.1220703125,-0.1220703125,-0.06103515625,0.2702719199194311,0.3932004760887478,-0.8694112979522081,-4.0,-29.375,19.9375
44.0,-0.1220703125,0.1220703125,-0.18310546875,0.2727134006775109,0.3918576616718039,-0.870265816217536,-5.9375,-30.125,20.75
44.5,-0.06103515625,0.0,0.0,0.2747886593218787,0.390758995330668,-0.8711203344828639,-5.5625,-29.375,19.5625
45.0,-0.18310546875,0.244140625,0.30517578125,0.2699056978057191,0.3903927732169561,-0.8708761864070559,-4.0,-33.75,14.75
45.5,-29.47998046875,-8.544921875,-16.29638671875,0.314828943754387,0.4925687429425947,-0.7977538377025666,-5.9375,-34.5,15.1875
46.0,4.150390625,8.60595703125,12.87841796875,0.2595294045838801,0.6130558183538316,-0.750144962920011,-14.3125,-29.375,15.5625
46.5,-12.14599609375,15.80810546875,8.72802734375,0.4425183874019593,0.4116336558122501,-0.8117923520615253,-5.9375,-31.9375,13.9375
47.0,-4.21142578125,-6.16455078125,-23.25439453125,0.4602191228980377,0.4543595690786462,-0.7644276253547777,-5.9375,-32.3125,17.9375
47.5,2.197265625,4.2724609375,2.74658203125,0.2674642170476394,0.5362712485122226,-0.7979979857783746,-3.25,-32.6875,18.3125
48.0,-6.77490234375,-4.08935546875,-11.5966796875,0.3303323465681936,0.5023346659749138,-0.7982421338541825,-7.0625,-30.875,18.3125
48.5,2.8076171875,4.57763671875,2.9296875,0.2334055604724265,0.5019684438612018,-0.8059327982421338,-6.3125,-27.125,19.5
49.0,10.68115234375,3.7841796875,7.9345703125,0.4105349894711142,0.4152958769493698,-0.8075197607348857,-4.375,-30.5,20.3125
49.5,-3.7841796875,-0.67138671875,-4.08935546875,0.2666096987823114,0.3962523270363475,-0.8426770836512345,-5.5625,-27.125,21.0625
50.0,0.91552734375,-0.30517578125,2.3193359375,0.3169042023987548,0.4220099490340891,-0.825586718344676,-5.9375,-29.75,20.75
50.5,0.244140625,1.708984375,4.2724609375,0.2841883602404859,0.3888058107242042,-0.8706320383312479,-5.9375,-27.875,22.6875
51.0,-0.54931640625,0.48828125,0.1220703125,0.2734458449049348,0.3758659627063814,-0.869533371990112,-7.5,-29.375,16.6875
51.5,-0.6103515625,2.685546875,0.8544921875,0.271492660298471,0.3704947050386059,-0.8780785546433912,-5.5625,-28.625,18.75
52.0,-0.244140625,-0.54931640625,-1.46484375,0.3620715964232306,0.4336069826349681,-0.8314462721640675,-4.75,-30.5,20.75
52.5,1.64794921875,0.79345703125,-2.38037109375,0.3706167790765099,0.4138309884945219,-0.8219244972075563,-5.5625,-29.375,18.3125
53.0,-4.57763671875,8.11767578125,-1.0986328125,0.3082369457075716,0.4140751365703299,-0.8436536759544664,-5.5625,-31.25,17.5
53.5,2.13623046875,-4.69970703125,3.5400390625,0.379528183843501,0.4707174901577807,-0.8120365001373333,-6.6875,-28.625,23.0625
54.0,3.662109375,-0.9765625,-2.25830078125,0.2686849574266793,0.357921079134495,-0.8795434430982391,-6.3125,-27.5,19.5
54.5,-0.67138671875,1.89208984375,0.91552734375,0.3003021332438124,0.3971068453016754,-0.8570818201239051,-5.1875,-29.75,19.5
55.0,0.1220703125,0.0,-0.30517578125,0.3017670216986602,0.3883175145725883,-0.8595233008819849,-5.1875,-27.5,20.75
55.5,-0.244140625,-0.06103515625,-0.3662109375,0.2993255409405804,0.390881069368572,-0.8561052278206732,-6.3125,-30.125,15.9375
56.0,0.42724609375,-0.6103515625,-0.1220703125,0.2993255409405804,0.3879512924588763,-0.8661152989288003,-6.3125,-28.25,17.9375
56.5,0.42724609375,0.244140625,0.48828125,0.2970061342204046,0.3890499588000122,-0.859157078768273,-7.0625,-28.625,19.9375
57.0,1.46484375,3.662109375,-1.220703125,0.3117770928067873,0.3859981078524125,-0.8521988586077456,-5.5625,-30.125,20.3125
57.5,0.0,-0.54931640625,0.0,0.3088473158970916,0.3900265511032441,-0.8525650807214575,-7.0625,-29.75,20.75
58.0,-0.06103515625,-0.48828125,0.06103515625,0.3100680562761315,0.3852656636249885,-0.8576921903134251,-5.1875,-30.125,23.875
58.5,0.1220703125,-0.06103515625,0.0,0.3056733909115878,0.3850215155491805,-0.8558610797448652,-5.5625,-29.375,19.125
59.0,-0.1220703125,0.0,0.06103515625,0.3089693899349955,0.3875850703451643,-0.8546403393658254,-6.6875,-27.125,19.9375
59.5,0.42724609375,-1.220703125,-0.54931640625,0.2963957640308847,0.3878292184209723,-0.858668782616657,-6.6875,-29.75,19.5625
60.0,0.3662109375,-0.18310546875,0.18310546875,0.3011566515091403,0.3873409222693563,-0.8619647816400647,-5.5625,-26.375,21.0625
60.5,0.18310546875,0.244140625,0.42724609375,0.2954191717276528,0.3859981078524125,-0.8570818201239051,-5.1875,-28.25,21.0625
61.0,0.1220703125,0.244140625,0.244140625,0.30359813226722,0.3883175145725883,-0.8612323374126407,-6.3125,-30.875,19.5625
61.5,-0.06103515625,-0.06103515625,-0.1220703125,0.3050630207220679,0.3852656636249885,-0.8602557451094088,-5.5625,-28.25,19.5625
62.0,-0.1220703125,-0.244140625,0.18310546875,0.3114108706930753,0.3877071443830683,-0.8598895229956969,-6.3125,-30.125,19.9375
62.5,-0.30517578125,-0.1220703125,-0.18310546875,0.3068941312906277,0.3840449232459487,-0.8608661152989288,-4.75,-30.5,20.75
63.0,-0.42724609375,0.42724609375,0.0,0.3075045014801477,0.3878292184209723,-0.8569597460860011,-4.375,-27.875,19.9375
63.5,-0.1220703125,0.1220703125,0.244140625,0.3028656880397961,0.3872188482314523,-0.8626972258674886,-8.5625,-27.125,17.5
64.0,0.30517578125,-0.244140625,0.1220703125,0.3029877620777001,0.3817255165257728,-0.859157078768273,-6.3125,-30.5,18.3125
64.5,0.06103515625,0.06103515625,-0.1220703125,0.2995696890163884,0.3825800347911008,-0.8564714499343852,-5.5625,-27.875,19.125
65.0,-0.1220703125,0.54931640625,0.8544921875,0.3018890957365642,0.3855098117007965,-0.8614764854884488,-5.5625,-29.375,18.75
65.5,-0.18310546875,0.06103515625,0.06103515625,0.3003021332438124,0.3855098117007965,-0.8574480422376172,-7.5,-29.75,20.75
66.0,-0.18310546875,0.18310546875,0.244140625,0.3033539841914121,0.3857539597766045,-0.8580584124271371,-5.9375,-27.125,18.75
66.5,0.1220703125,0.244140625,0.18310546875,0.3071382793664357,0.3874629963072603,-0.8551286355174413,-7.5,-29.0,19.9375
67.0,-0.06103515625,0.48828125,0.244140625,0.3026215399639881,0.3863643299661244,-0.8598895229956969,-6.3125,-30.125,21.0625
67.5,-0.1220703125,0.0,0.0,0.3057954649494919,0.3899044770653401,-0.858424634540849,-5.1875,-26.375,15.1875
68.0,0.0,-0.18310546875,0.0,0.3037202063051241,0.3855098117007965,-0.8561052278206732,-6.6875,-28.625,20.75
68.5,0.06103515625,-0.48828125,-0.18310546875,0.3037202063051241,0.379650257881405,-0.8598895229956969,-4.375,-30.5,19.125
69.0,-0.18310546875,-0.244140625,-0.30517578125,0.2994476149784844,0.3830683309427167,-0.8595233008819849,-6.6875,-29.0,21.0625
69.5,-0.3662109375,-0.06103515625,-0.244140625,0.2994476149784844,0.3835566270943327,-0.8612323374126407,-5.1875,-28.625,19.5
70.0,0.30517578125,-0.3662109375,0.3662109375,0.3017670216986602,0.3846552934354686,-0.8604998931852168,-5.9375,-29.375,19.5625
70.5,0.18310546875,-0.18310546875,0.244140625,0.3089693899349955,0.3856318857387005,-0.8656270027771844,-6.3125,-29.375,18.3125
71.0,0.3662109375,-0.48828125,-0.1220703125,0.2960295419171728,0.3833124790185247,-0.8653828547013764,-5.1875,-29.75,17.9375
71.5,0.67138671875,-0.54931640625,0.0,0.2979827265236366,0.3824579607531968,-0.8628192999053926,-5.9375,-29.0,22.6875
72.0,0.1220703125,-0.3662109375,0.18310546875,0.2993255409405804,0.3839228492080447,-0.8662373729667043,-5.9375,-29.75,19.9375
72.5,-0.3662109375,0.3662109375,-0.732421875,0.2945646534623249,0.3845332193975646,-0.8612323374126407,-6.6875,-27.5,21.875
73.0,-0.54931640625,0.244140625,0.3662109375,0.2965178380687887,0.3877071443830683,-0.8613544114505447,-7.8125,-27.875,22.6875
73.5,0.06103515625,0.244140625,0.244140625,0.2905362102114933,0.3881954405346843,-0.8613544114505447,-6.6875,-27.125,20.3125
74.0,0.48828125,-0.6103515625,-0.18310546875,0.2978606524857325,0.3818475905636769,-0.8628192999053926,-5.1875,-29.75,18.3125
74.5,0.1220703125,-0.1220703125,0.42724609375,0.2976165044099246,0.380504776146733,-0.8628192999053926,-6.6875,-29.75,19.125
75.0,-0.06103515625,0.0,0.1220703125,0.2950529496139408,0.3773308511612293,-0.858912930692465,-5.9375,-30.5,18.3125
75.5,-0.18310546875,-0.30517578125,-0.30517578125,0.2966399121066927,0.3840449232459487,-0.8608661152989288,-5.9375,-28.25,19.125
76.0,0.06103515625,-1.3427734375,-0.54931640625,0.2939542832728049,0.3792840357676931,-0.8611102633747367,-5.9375,-28.625,18.75
76.5,0.3662109375,0.18310546875,0.18310546875,0.2910245063631092,0.3881954405346843,-0.8657490768150884,-5.5625,-28.25,18.75
77.0,-0.06103515625,0.244140625,0.3662109375,0.3048188726462599,0.3858760338145085,-0.8639179662465285,-5.9375,-29.375,23.5
77.5,0.18310546875,-0.42724609375,-0.06103515625,0.2981048005615406,0.3783074434644612,-0.8612323374126407,-6.3125,-27.125,22.6875
78.0,0.06103515625,-0.18310546875,0.42724609375,0.2940763573107089,0.3774529251991332,-0.8624530777916807,-7.8125,-30.125,21.0625
78.5,-0.1220703125,-0.06103515625,0.0,0.2992034669026764,0.3827021088290048,-0.8635517441328165,-4.75,-29.75,22.3125
79.0,-0.244140625,0.06103515625,-0.244140625,0.2957853938413647,0.3838007751701406,-0.8623310037537767,-5.5625,-29.375,21.875
79.5,-0.3662109375,0.0,-0.06103515625,0.2985930967131565,0.3858760338145085,-0.8628192999053926,-5.1875,-27.5,19.9375
80.0,0.30517578125,-0.1220703125,0.1220703125,0.2952970976897488,0.379894405957213,-0.8615985595263528,-5.5625,-27.875,17.125
80.5,0.18310546875,-0.48828125,0.244140625,0.3009125034333323,0.3816034424878688,-0.8669698171941282,-7.5,-29.375,17.125
81.0,0.1220703125,0.06103515625,0.3662109375,0.304086428418836,0.3816034424878688,-0.8661152989288003,-7.0625,-28.25,19.125
81.5,0.06103515625,-0.244140625,0.06103515625,0.2967619861445967,0.380382702108829,-0.8623310037537767,-6.3125,-30.125,22.6875
82.0,0.06103515625,-0.18310546875,0.0,0.2939542832728049,0.380626850184637,-0.8635517441328165,-5.9375,-30.125,19.9375
82.5,-0.244140625,-0.1220703125,-0.30517578125,0.2996917630542924,0.3846552934354686,-0.8596453749198889,-5.9375,-29.375,17.5
83.0,0.06103515625,-0.1220703125,0.0,0.2989593188268685,0.3819696646015809,-0.8644062623981444,-7.8125,-30.5,19.9375
83.5,0.1220703125,-0.1220703125,0.06103515625,0.2994476149784844,0.3830683309427167,-0.8629413739432966,-5.5625,-26.375,17.9375
84.0,-0.06103515625,-0.30517578125,0.0,0.2995696890163884,0.380382702108829,-0.8644062623981444,-5.5625,-28.625,19.9375
84.5,0.1220703125,0.1220703125,0.3662109375,0.303964354380932,0.380504776146733,-0.8694112979522081,-7.0625,-29.0,20.3125
85.0,-0.30517578125,0.54931640625,0.06103515625,0.293465987121189,0.3859981078524125,-0.8600115970336009,-1.6875,-32.6875,18.3125
85.5,-0.48828125,0.244140625,-0.06103515625,0.3011566515091403,0.3786736655781731,-0.8594012268440809,-4.75,-30.125,19.5625
86.0,-23.92578125,-4.69970703125,-16.845703125,0.3568224127933592,0.4329966124454482,-0.836573381756035,-11.625,-31.25,16.3125
86.5,-0.8544921875,2.9296875,-0.91552734375,0.2348704489272743,0.5455488753929258,-0.8088625751518296,-4.75,-30.125,14.75
87.0,6.77490234375,4.7607421875,23.3154296875,0.4091921750541704,0.4038209173863948,-0.8003173924985504,-5.1875,-31.25,18.75
87.5,-12.6953125,-14.83154296875,-33.3251953125,0.2888271736808374,0.4806054872280038,-0.7882320627460555,-4.375,-29.375,20.3125
88.0,0.244140625,-20.44677734375,0.3662109375,0.3686635944700461,0.5251625110629596,-0.7895748771629993,-4.75,-31.5625,17.9375
88.5,0.244140625,1.77001953125,-2.62451171875,0.2772301400799585,0.4301889095736564,-0.8514664143803217,-7.0625,-31.5625,15.1875
89.0,-1.15966796875,3.41796875,0.8544921875,0.2901699880977813,0.4355601672414319,-0.8523209326456496,-5.5625,-28.625,16.6875
89.5,0.42724609375,0.91552734375,-2.3193359375,0.3208105716116824,0.4470351268044069,-0.8244880520035401,-7.8125,-30.875,19.5625
90.0,2.44140625,-4.21142578125,2.62451171875,0.3492538224433119,0.4637592699972533,-0.8061769463179418,-3.625,-31.25,19.5625
90.5,2.99072265625,-1.46484375,-7.2021484375,0.2679525131992553,0.3925901058992279,-0.8568376720480971,-5.9375,-29.375,19.125
91.0,0.30517578125,0.1220703125,0.91552734375,0.2882168034913175,0.4143192846461379,-0.8507339701528978,-6.3125,-29.75,17.125
91.5,0.30517578125,-0.67138671875,-0.48828125,0.2909024323252052,0.4082155827509384,-0.8548844874416334,-5.5625,-27.5,17.5
92.0,0.3662109375,0.0,-0.06103515625,0.2899258400219733,0.4159062471388897,-0.8581804864650411,-4.75,-29.375,17.5
92.5,0.3662109375,-0.244140625,0.42724609375,0.3077486495559557,0.4093142490920743,-0.8564714499343852,-4.75,-29.375,19.125
93.0,-0.48828125,0.6103515625,-0.1220703125,0.3001800592059084,0.4096804712057863,-0.8542741172521134,-7.0625,-30.5,18.75
93.5,-0.1220703125,-0.3662109375,-0.1220703125,0.2961516159550768,0.4095583971678823,-0.8558610797448652,-5.5625,-30.125,17.9375
94.0,0.1220703125,-0.54931640625,-0.18310546875,0.2909024323252052,0.4015015106662191,-0.8528092287972655,-7.0625,-29.375,18.75
94.5,-0.1220703125,-0.30517578125,1.5869140625,0.2909024323252052,0.4040650654622028,-0.8420667134617146,-5.1875,-30.5,15.5625
95.0,1.0986328125,-2.25830078125,0.8544921875,0.2662434766685995,0.3861201818903165,-0.8639179662465285,-5.9375,-29.375,22.6875
95.5,-0.8544921875,0.9765625,-0.244140625,0.2796716208380382,0.3885616626483962,-0.8626972258674886,-8.9375,-30.875,21.5
96.0,0.244140625,-0.18310546875,-0.67138671875,0.2850428785058138,0.4004028443250831,-0.8653828547013764,-5.1875,-30.875,18.3125
96.5,0.06103515625,-1.15966796875,-0.732421875,0.282967619861446,0.3962523270363475,-0.8650166325876644,-5.5625,-29.375,18.75
97.0,-0.06103515625,0.30517578125,0.1220703125,0.2779625843073824,0.3924680318613239,-0.8658711508529924,-4.375,-29.75,19.5625
97.5,0.06103515625,0.0,0.0,0.2805261391033662,0.3923459578234199,-0.8650166325876644,-5.1875,-28.625,20.3125
98.0,0.0,-0.18310546875,-0.244140625,0.2810144352549821,0.3933225501266518,-0.8670918912320322,-6.3125,-29.75,17.9375
98.5,-0.06103515625,0.0,-0.54931640625,0.2807702871791742,0.3955198828089236,-0.8681905575731681,-5.9375,-28.625,19.5
99.0,-0.18310546875,0.244140625,0.18310546875,0.282357249671926,0.4028443250831629,-0.8598895229956969,-5.1875,-29.0,18.3125
99.5,0.48828125,-0.3662109375,0.3662109375,0.2733237708670308,0.3962523270363475,-0.8635517441328165,-6.6875,-28.625,19.5
100.0,0.0,-0.1220703125,0.0,0.2790612506485183,0.3916135135959959,-0.8662373729667043,-5.9375,-27.5,20.3125
