time,C7_gyr_x,C7_gyr_y,C7_gyr_z,C7_acc_x,C7_acc_y,C7_acc_z,C7_mag_x,C7_mag_y,C7_mag_z
11.0,2.3193359375,-6.77490234375,-2.13623046875,-0.9507126071962644,-0.1131626331369975,-0.2125308999908444,21.875,12.5625,-13.375
11.5,-0.1220703125,14.6484375,-4.0283203125,-0.9603564561906796,-0.1062044129764702,-0.2291329691457869,23.625,12.5625,-10.875
12.0,-4.82177734375,-17.9443359375,0.30517578125,-0.97842341380047,-0.1088900418103579,-0.1547898800622577,22.1875,12.1875,-15.5625
12.5,-6.16455078125,-0.732421875,-2.38037109375,-0.9313028351695304,-0.0045167394024475,-0.3989379558702353,22.5625,14.8125,-13.0
13.0,0.67138671875,-1.220703125,0.30517578125,-0.9227576525162512,-0.1970274971770378,-0.2888271736808374,20.5,16.6875,-10.4375
13.5,-0.9765625,0.3662109375,0.06103515625,-0.9326456495864742,-0.1713919492172002,-0.2860194708090456,22.9375,16.3125,-13.0
14.0,-0.244140625,0.1220703125,1.40380859375,-0.9325235755485702,-0.1646778771324808,-0.2978606524857325,21.5,14.4375,-8.6875
14.5,1.3427734375,-0.91552734375,-0.244140625,-0.934476760155034,-0.1584521011993774,-0.2984710226752525,20.8125,14.8125,-10.4375
15.0,-0.8544921875,0.0,-0.91552734375,-0.9372844630268258,-0.1491744743186742,-0.3011566515091403,22.5625,15.9375,-11.6875
15.5,-0.48828125,0.54931640625,1.220703125,-0.9389934995574816,-0.1543015839106418,-0.2939542832728049,23.625,14.0625,-9.5625
16.0,0.30517578125,14.5263671875,8.11767578125,-0.9288613544114506,-0.1323282570879238,-0.2948088015381329,23.625,13.375,-10.875
16.5,-2.197265625,-0.732421875,8.11767578125,-0.9187292092654196,-0.0712912381359294,-0.3377788628803369,23.9375,12.1875,-8.75
