time,C7_gyr_x,C7_gyr_y,C7_gyr_z,C7_acc_x,C7_acc_y,C7_acc_z,C7_mag_x,C7_mag_y,C7_mag_z
97.0,-0.18310546875,0.3662109375,-0.3662109375,-0.9422894985808892,-0.1525925473799859,-0.2804040650654622,21.5,14.0625,-11.75
97.5,-0.18310546875,-0.06103515625,-0.244140625,-0.9446089053010652,-0.1512497329630421,-0.2816248054445021,21.5,13.0,-11.25
98.0,0.42724609375,-0.18310546875,0.1220703125,-0.9411908322397534,-0.1523483993041779,-0.2782067323831904,22.1875,14.0625,-10.0
98.5,-0.18310546875,0.1220703125,0.0,-0.9385052034058656,-0.1538132877590258,-0.2806482131412702,22.1875,13.0,-10.875
99.0,-0.06103515625,0.0,0.06103515625,-0.9411908322397534,-0.15210425122837,-0.2849208044679098,20.875,13.375,-13.0
99.5,0.30517578125,-0.06103515625,0.1220703125,-0.9405804620502336,-0.1507614368114261,-0.2874843592638935,21.5,13.6875,-7.0625
100.0,0.0,-0.1220703125,0.18310546875,-0.9400921658986175,-0.1501510666219062,-0.28247932370983,21.875,14.4375,-9.1875
100.5,-0.1220703125,0.0,0.06103515625,-0.9421674245429852,-0.1560106204412976,-0.2851649525437177,21.875,13.6875,-13.8125
101.0,0.30517578125,-0.54931640625,0.244140625,-0.9419232764671772,-0.151860103152562,-0.2812585833307901,21.875,14.0625,-11.75
101.5,-0.1220703125,0.06103515625,-0.06103515625,-0.9402142399365216,-0.1458784752952665,-0.2815027314065981,22.9375,11.8125,-12.625
102.0,0.6103515625,0.8544921875,0.732421875,-0.9447309793389692,-0.1593066194647053,-0.2790612506485183,23.25,11.8125,-13.0
102.5,2.197265625,-0.06103515625,0.91552734375,-0.9399700918607136,-0.1637012848292489,-0.2784508804589984,23.625,10.6875,-14.6875
103.0,11.71875,3.662109375,5.31005859375,-0.9313028351695304,-0.1784722434156316,-0.281991027558214,21.875,11.8125,-11.25
103.5,-1.40380859375,-0.30517578125,-0.6103515625,-0.945219275490585,-0.1287881099887081,-0.2894375438703573,22.1875,11.8125,-13.375
104.0,-6.53076171875,-4.33349609375,1.0986328125,-0.9403363139744256,-0.1689504684591204,-0.2800378429517502,23.625,13.0,-10.0
104.5,-4.39453125,1.15966796875,-5.18798828125,-0.9543748283333842,-0.119022186956389,-0.2688070314645833,22.5625,13.6875,-14.25
105.0,0.79345703125,0.18310546875,0.9765625,-0.9432660908841212,-0.1380657368694113,-0.2756431775872066,22.1875,13.0,-13.8125
105.5,-2.38037109375,-6.65283203125,4.08935546875,-0.9505905331583604,-0.1575975829340495,-0.2746665852839747,21.5,11.4375,-15.5625
106.0,-0.06103515625,-0.79345703125,0.30517578125,-0.979277932065798,-0.0744651631214331,-0.1939756462294381,21.9375,13.375,-11.75
106.5,23.8037109375,-2.74658203125,7.50732421875,-0.9509567552720724,-0.1534470656453138,-0.2241279335917234,21.9375,12.5625,-10.875
107.0,6.65283203125,-14.7705078125,-3.662109375,-0.9698782311471909,-0.1506393627735221,-0.2114322336497085,21.875,13.6875,-11.75
107.5,6.103515625,4.2724609375,-4.69970703125,-0.97964415417951,-0.0722678304391613,-0.1660206915494247,22.9375,12.5625,-10.875
108.0,-3.662109375,3.5400390625,-3.47900390625,-0.9461958677938168,-0.1618701742606891,-0.2373119296853541,22.9375,13.0,-13.0
108.5,0.91552734375,0.6103515625,1.5869140625,-0.9631641590624714,-0.1142612994781334,-0.2570879238258003,21.875,11.4375,-10.0
109.0,-0.3662109375,-0.18310546875,0.3662109375,-0.95730460524308,-0.1282998138370921,-0.249275185399945,21.1875,11.0625,-12.125
109.5,0.48828125,0.18310546875,0.30517578125,-0.9518112735374004,-0.1311075167088839,-0.2551347392193365,22.5625,12.1875,-14.6875
110.0,-0.67138671875,0.54931640625,0.48828125,-0.9530320139164404,-0.1247596667378765,-0.2556230353709525,22.9375,11.0625,-11.75
110.5,0.732421875,0.3662109375,-0.67138671875,-0.9526657918027284,-0.1331827753532517,-0.2622150334177678,21.9375,12.1875,-9.5625
111.0,0.18310546875,0.1220703125,-0.06103515625,-0.9541306802575762,-0.13037507248146,-0.2580645161290322,22.9375,13.0,-13.375
111.5,-0.30517578125,0.42724609375,0.06103515625,-0.9519333475753043,-0.1279335917233802,-0.260017700735496,21.875,11.8125,-12.625
112.0,0.18310546875,0.30517578125,0.3662109375,-0.9531540879543444,-0.1253700369273964,-0.2631916257209998,22.9375,11.0625,-12.125
112.5,0.42724609375,0.1220703125,0.1220703125,-0.9504684591204564,-0.1254921109653004,-0.2685628833887753,20.5,11.8125,-11.25
113.0,0.0,0.06103515625,0.244140625,-0.9515671254615924,-0.1290322580645161,-0.2675862910855434,22.1875,12.1875,-10.4375
113.5,-0.1220703125,0.18310546875,-0.06103515625,-0.9502243110446486,-0.1286660359508041,-0.2649006622516556,20.5,13.375,-12.125
114.0,-0.30517578125,0.0,0.06103515625,-0.9509567552720724,-0.1309854426709799,-0.2662434766685995,22.1875,11.0625,-14.6875
114.5,0.1220703125,0.0,0.06103515625,-0.9494918668172246,-0.1258583330790124,-0.2618488113040559,22.9375,8.8125,-8.3125
115.0,0.244140625,0.06103515625,0.1220703125,-0.9508346812341684,-0.1259804071169164,-0.2673421430097354,23.25,13.375,-13.8125
115.5,-0.06103515625,0.1220703125,0.18310546875,-0.9496139408551286,-0.1250038148136845,-0.2696615497299112,22.5625,12.1875,-12.5
116.0,0.18310546875,-0.18310546875,0.244140625,-0.9488814966277048,-0.1269569994201483,-0.2691732535782952,24.3125,12.5625,-14.6875
116.5,0.0,-0.30517578125,0.06103515625,-0.9485152745139928,-0.1314737388225959,-0.2684408093508713,21.875,11.8125,-13.0
117.0,-12.63427734375,-3.84521484375,4.57763671875,-0.9493697927793208,-0.1309854426709799,-0.2528153324991607,23.25,12.1875,-10.0
117.5,3.60107421875,-3.60107421875,2.86865234375,-0.9522995696890164,-0.1392864772484512,-0.303842280343028,22.1875,13.0,-14.6875
118.0,6.16455078125,-20.751953125,3.11279296875,-0.9745170445875424,-0.1118198187200537,-0.1668752098147526,20.125,11.8125,-15.9375
118.5,0.9765625,-1.03759765625,-0.244140625,-0.9809869685964536,-0.1201208532975249,-0.0953398236030152,21.875,13.0,-15.0625
119.0,-10.31494140625,23.98681640625,-1.0986328125,-0.968169194616535,-0.1147495956297494,-0.2109439374980926,20.5,14.0625,-13.8125
119.5,-6.4697265625,-1.5869140625,-6.4697265625,-0.9829401532029176,-0.0847193823053682,-0.2131412701803643,22.9375,14.0625,-10.4375
120.0,-6.77490234375,0.1220703125,-6.9580078125,-0.9262977996154668,-0.2144840845973082,-0.2901699880977813,21.1875,14.8125,-15.5625
120.5,-7.62939453125,-3.35693359375,0.732421875,-0.9105502487258522,-0.2519608142338328,-0.336313974425489,22.5625,11.0625,-14.25
121.0,-4.2724609375,-6.89697265625,15.625,-0.955839716788232,-0.1138950773644215,-0.2120426038392285,21.875,13.0,-16.4375
121.5,-2.685546875,7.8125,-4.08935546875,-0.9703665272988068,-0.0942411572618793,-0.206549272133549,21.5,13.375,-17.6875
122.0,-7.9345703125,-12.20703125,1.8310546875,-0.9883114108706932,-0.0587176122318185,-0.1375774407177953,21.875,11.8125,-14.25
122.5,10.92529296875,8.544921875,-0.67138671875,-0.957182531205176,-0.0927762688070314,-0.2854091006195257,21.9375,14.0625,-12.625
123.0,18.310546875,10.55908203125,-9.70458984375,-0.9833063753166296,-0.0942411572618793,-0.1643116550187688,22.9375,14.4375,-13.8125
123.5,0.1220703125,2.8076171875,-0.48828125,-0.9480269783623768,-0.1561326944792016,-0.2662434766685995,21.5625,15.5625,-11.75
124.0,1.64794921875,0.79345703125,0.30517578125,-0.9436323129978332,-0.151738029114658,-0.2844325083162938,21.5,13.0,-10.875
124.5,1.64794921875,0.30517578125,1.0986328125,-0.9428998687704092,-0.1632129886776329,-0.2749107333597827,21.875,13.0,-12.625
125.0,-1.0986328125,-1.15966796875,-1.40380859375,-0.945707571642201,-0.162236396374401,-0.2684408093508713,20.875,13.6875,-13.0
125.5,-0.732421875,-0.18310546875,-0.18310546875,-0.9436323129978332,-0.162480544450209,-0.2703939939573351,21.875,15.5625,-10.4375
126.0,0.0,0.18310546875,-0.1220703125,-0.9405804620502336,-0.1690725424970244,-0.2768639179662465,21.1875,15.1875,-11.25
126.5,0.0,0.42724609375,-0.1220703125,-0.9420453505050812,-0.1680959501937925,-0.2752769554734947,21.875,14.0625,-14.25
127.0,-0.3662109375,0.18310546875,0.3662109375,-0.9414349803155614,-0.1668752098147526,-0.2857753227332377,21.875,14.8125,-9.5625
127.5,0.54931640625,-0.1220703125,0.06103515625,-0.9425336466566973,-0.1496627704702902,-0.2858973967711417,23.25,14.4375,-13.0
128.0,0.48828125,0.244140625,0.54931640625,-0.9428998687704092,-0.1594286935026093,-0.2812585833307901,23.625,13.375,-12.625
128.5,0.06103515625,-0.30517578125,0.1220703125,-0.9402142399365216,-0.1594286935026093,-0.2766197698904385,22.9375,14.8125,-15.0625
129.0,0.06103515625,0.54931640625,0.42724609375,-0.9392376476332897,-0.1540574358348338,-0.2846766563921018,21.9375,13.375,-13.4375
129.5,0.1220703125,-0.06103515625,-0.54931640625,-0.9418012024292732,-0.1588183233130894,-0.2856532486953337,21.1875,16.6875,-12.5
130.0,-0.06103515625,-0.3662109375,-0.732421875,-0.9413129062776574,-0.1652882473220008,-0.2786950285348064,21.5625,14.4375,-12.625
130.5,0.30517578125,-0.1220703125,0.244140625,-0.9385052034058656,-0.1643116550187688,-0.28247932370983,22.5625,14.4375,-12.625
131.0,0.18310546875,0.244140625,0.1220703125,-0.9391155735953856,-0.1672414319284646,-0.2794274727622303,20.875,14.4375,-11.75
131.5,0.6103515625,0.06103515625,0.732421875,-0.9374065370647298,-0.1607715079195532,-0.282235175634022,22.1875,15.9375,-13.0
132.0,-0.30517578125,0.3662109375,0.1220703125,-0.9396038697470016,-0.1580858790856654,-0.2800378429517502,22.1875,13.375,-12.125
132.5,-0.48828125,0.54931640625,0.18310546875,-0.9425336466566973,-0.1571092867824335,-0.2866298409985656,21.5,13.375,-13.375
133.0,0.0,0.0,0.1220703125,-0.9389934995574816,-0.1617481002227851,-0.2872402111880855,21.875,15.5625,-13.0
133.5,0.1220703125,0.0,-0.1220703125,-0.9393597216711936,-0.1619922482985931,-0.2860194708090456,22.9375,14.0625,-12.625
134.0,-0.1220703125,0.1220703125,0.1220703125,-0.9427777947325052,-0.1591845454268013,-0.2847987304300058,22.1875,15.5625,-10.4375
134.5,0.0,0.18310546875,0.48828125,-0.9374065370647298,-0.162968840601825,-0.2846766563921018,22.1875,13.6875,-11.25
135.0,0.18310546875,-0.244140625,0.18310546875,-0.9397259437849056,-0.1605273598437452,-0.2813806573686941,21.875,14.0625,-12.125
135.5,0.30517578125,0.244140625,0.30517578125,-0.9420453505050812,-0.1589403973509933,-0.282601397747734,21.9375,14.4375,-10.875
136.0,0.0,0.06103515625,0.1220703125,-0.9407025360881376,-0.1600390636921292,-0.2902920621356853,22.1875,15.5625,-14.6875
136.5,0.1220703125,-0.06103515625,0.06103515625,-0.9413129062776574,-0.1586962492751853,-0.2834559160130619,22.5625,14.4375,-7.4375
137.0,0.18310546875,-0.18310546875,-0.06103515625,-0.9391155735953856,-0.1647999511703848,-0.2902920621356853,21.1875,14.4375,-10.4375
137.5,0.42724609375,-0.18310546875,0.244140625,-0.9403363139744256,-0.1599169896542253,-0.2878505813776055,22.9375,14.4375,-9.1875
138.0,0.06103515625,-0.18310546875,0.18310546875,-0.9378948332163456,-0.1613818781090731,-0.2862636188848537,22.9375,12.1875,-12.625
138.5,0.0,-0.18310546875,0.1220703125,-0.9386272774437696,-0.1604052858058412,-0.2850428785058138,23.25,15.9375,-12.625
139.0,0.3662109375,0.06103515625,0.244140625,-0.9391155735953856,-0.1596728415784173,-0.2849208044679098,21.5,14.4375,-13.0
139.5,0.48828125,-1.46484375,0.79345703125,-0.9410687582018494,-0.162358470412305,-0.2904141361735893,20.5,11.4375,-13.4375
140.0,13.36669921875,-10.25390625,5.43212890625,-0.9599902340769676,-0.1287881099887081,-0.1867732779931028,21.875,13.0,-17.6875
140.5,6.591796875,-0.30517578125,1.3427734375,-0.9653614917447432,-0.1392864772484512,-0.1860408337656788,21.5625,11.8125,-11.75
141.0,15.0146484375,20.8740234375,4.0283203125,-0.9652394177068392,-0.1204870754112369,-0.2452467421491134,23.25,13.375,-11.75
141.5,-6.77490234375,-5.7373046875,1.0986328125,-0.9494918668172246,-0.1202429273354289,-0.2987151707510605,21.5625,9.9375,-14.6875
142.0,-12.939453125,6.28662109375,6.28662109375,-0.9847712637714774,-0.0395519882808923,-0.1251258888515884,22.1875,11.8125,-16.8125
142.5,-10.80322265625,0.244140625,-4.21142578125,-0.967314676351207,-0.0917996765037995,-0.2520828882717368,21.875,13.375,-15.0625
143.0,-3.60107421875,-2.25830078125,4.33349609375,-0.9507126071962644,-0.1610156559953612,-0.2562334055604724,22.1875,13.0,-11.75
143.5,0.79345703125,1.52587890625,-0.6103515625,-0.9595019379253518,-0.1175572985015411,-0.2404858546708578,21.875,12.5625,-8.75
144.0,-14.5263671875,-7.50732421875,3.5400390625,-0.95669423505356,-0.1226844080935087,-0.2296212652974028,23.625,11.0625,-15.0625
144.5,-4.82177734375,-3.0517578125,-0.48828125,-0.9901425214392529,0.0057374797814874,-0.1915341654713583,20.875,11.0625,-13.8125
145.0,10.43701171875,4.150390625,-17.333984375,-0.9652394177068392,-0.1259804071169164,-0.2237617114780114,22.1875,14.0625,-11.25
145.5,-4.0283203125,0.244140625,1.52587890625,-0.9463179418317208,-0.1799371318704794,-0.2262031922360912,24.3125,11.8125,-7.9375
146.0,9.82666015625,23.13232421875,7.38525390625,-0.9957579271828364,-0.0281991027558214,-0.2653889584032716,21.1875,14.8125,-13.0
146.5,9.09423828125,1.953125,-4.2724609375,-0.91384624774926,-0.0875270851771599,-0.3520615253151036,21.5625,14.8125,-10.4375
147.0,-13.24462890625,7.8125,-7.75146484375,-0.936552018799402,-0.2106997894222846,-0.2269356364635151,21.9375,14.0625,-8.75
147.5,-3.23486328125,0.48828125,-0.42724609375,-0.9265419476912748,-0.2359691152684103,-0.2862636188848537,22.9375,14.4375,-10.4375
148.0,-0.67138671875,0.67138671875,0.30517578125,-0.9205603198339792,-0.2121646778771324,-0.3172704245124668,21.5625,14.4375,-10.0
148.5,-0.18310546875,-0.06103515625,0.42724609375,-0.9178746910000916,-0.2149723807489242,-0.3115329447309793,22.5625,14.4375,-10.875
149.0,7.6904296875,1.40380859375,4.638671875,-0.913357951597644,-0.2364574114200262,-0.3120212408825953,21.1875,13.6875,-12.125
149.5,-1.77001953125,0.244140625,-0.6103515625,-0.9266640217291788,-0.1886043885616626,-0.3066499832148198,22.5625,12.5625,-12.125
150.0,0.9765625,0.3662109375,1.28173828125,-0.924222540971099,-0.1997131260109256,-0.3167821283608508,21.1875,10.6875,-11.25
150.5,-24.169921875,-18.98193359375,14.46533203125,-0.978789635914182,-0.0611590929898983,-0.2153386028626361,21.875,12.5625,-15.0625
151.0,24.96337890625,13.85498046875,-18.85986328125,-0.9696340830713828,-0.0981475264748069,-0.228034302804651,22.1875,12.1875,-12.625
151.5,2.13623046875,-3.84521484375,3.23486328125,-0.9480269783623768,-0.1451460310678426,-0.2559892574846644,22.5625,9.9375,-20.125
152.0,-0.3662109375,-11.04736328125,7.4462890625,-0.9913632618182928,-0.0883816034424878,-0.1436811426129947,20.875,12.1875,-15.5625
152.5,-1.89208984375,-0.67138671875,-4.8828125,-0.9822077089754936,-0.1307412945951719,-0.1127964110232856,21.9375,13.375,-13.375
153.0,-7.99560546875,18.5546875,-6.7138671875,-0.9953917050691244,-0.1246375926999725,-0.1394085512863551,21.875,13.0,-12.125
153.5,-1.220703125,-2.86865234375,5.92041015625,-0.9658497878963592,-0.0809350871303445,-0.2679525131992553,21.875,13.375,-10.0
154.0,-0.1220703125,-2.62451171875,-3.96728515625,-0.9527878658406324,-0.1053498947111423,-0.2966399121066927,21.5625,13.6875,-12.625
154.5,3.23486328125,-4.2724609375,0.54931640625,-0.9537644581438642,-0.1063264870143742,-0.2485427411725211,22.9375,13.0,-18.5
155.0,-5.06591796875,-11.962890625,2.9296875,-0.9669484542374952,-0.0737327188940092,-0.1888485366374706,21.5625,13.375,-13.8125
155.5,19.287109375,10.6201171875,-0.30517578125,-0.9649952696310312,-0.0268562883388775,-0.2559892574846644,21.5625,14.4375,-12.125
156.0,-1.40380859375,2.3193359375,-1.64794921875,-0.9520554216132084,-0.1610156559953612,-0.2298654133732108,22.5625,13.6875,-14.25
156.5,-0.67138671875,0.732421875,-0.732421875,-0.95547349467452,-0.140751365703299,-0.2414624469740897,21.5,15.9375,-13.375
157.0,-0.18310546875,0.30517578125,-0.3662109375,-0.9525437177648244,-0.141117587817011,-0.2476882229071932,20.875,15.9375,-12.625
157.5,-0.79345703125,0.54931640625,0.1220703125,-0.9531540879543444,-0.1397747734000671,-0.260017700735496,21.1875,13.375,-13.375
158.0,-0.06103515625,0.06103515625,0.0,-0.9518112735374004,-0.1427045503097628,-0.2517166661580248,20.5,14.8125,-12.125
158.5,0.244140625,0.18310546875,-0.06103515625,-0.9542527542954802,-0.1400189214758751,-0.2517166661580248,21.5625,13.6875,-12.125
159.0,0.0,0.0,0.06103515625,-0.9503463850825524,-0.1422162541581469,-0.2548905911435285,21.875,15.9375,-11.25
159.5,-0.54931640625,0.3662109375,-0.1220703125,-0.9525437177648244,-0.1433149204992828,-0.2520828882717368,20.875,15.5625,-13.8125
160.0,0.30517578125,0.06103515625,0.1220703125,-0.9505905331583604,-0.1427045503097628,-0.2536698507644886,21.1875,13.0,-9.1875
160.5,0.06103515625,0.0,0.3662109375,-0.9491256447035128,-0.1428266243476668,-0.2556230353709525,21.1875,14.0625,-13.375
161.0,-0.06103515625,0.54931640625,0.30517578125,-0.9522995696890164,-0.1401409955137791,-0.2578203680532243,21.875,14.8125,-10.875
161.5,0.0,0.18310546875,-0.1220703125,-0.9488814966277048,-0.1424604022339549,-0.2578203680532243,20.875,13.0,-12.625
162.0,0.18310546875,0.1220703125,0.0,-0.9485152745139928,-0.1470992156743064,-0.2581865901669362,21.1875,15.9375,-10.875
162.5,-0.1220703125,0.0,0.0,-0.9514450514236884,-0.1449018829920346,-0.2592852565080721,21.5,13.0,-14.25
163.0,0.06103515625,0.18310546875,0.0,-0.9512009033478804,-0.1480758079775384,-0.2580645161290322,21.5625,13.375,-10.4375
163.5,0.1220703125,0.0,0.06103515625,-0.9499801629688406,-0.1458784752952665,-0.2533036286507767,21.9375,13.375,-11.75
164.0,0.06103515625,0.1220703125,0.1220703125,-0.9515671254615924,-0.1441694387646107,-0.2569658497878964,21.1875,15.1875,-13.8125
164.5,0.244140625,0.244140625,0.244140625,-0.9471724600970488,-0.1427045503097628,-0.2578203680532243,22.1875,16.3125,-9.1875
165.0,0.06103515625,-0.244140625,0.06103515625,-0.9499801629688406,-0.1463667714468825,-0.2567217017120883,21.1875,14.4375,-13.8125
165.5,0.1220703125,0.06103515625,0.1220703125,-0.9507126071962644,-0.1462446974089785,-0.2625812555314798,20.5,15.1875,-12.125
166.0,0.244140625,-4.150390625,3.90625,-0.9540086062196722,-0.1539353617969298,-0.2775963621936704,22.5625,11.4375,-13.375
166.5,11.16943359375,3.662109375,2.38037109375,-0.9482711264381848,-0.1048615985595263,-0.249519333475753,20.875,12.5625,-21.0
167.0,5.06591796875,-22.4609375,4.57763671875,-0.989288003173925,-0.0964384899441511,-0.1092562639240699,22.1875,11.0625,-14.25
167.5,-4.21142578125,0.79345703125,-1.708984375,-0.97781304361095,-0.1035187841425824,-0.0893581957457197,21.1875,11.0625,-14.25
168.0,7.080078125,0.18310546875,-2.62451171875,-0.9826960051271096,-0.0738547929319132,-0.2298654133732108,23.25,12.1875,-14.25
168.5,-0.42724609375,2.13623046875,-4.150390625,-0.95547349467452,-0.1540574358348338,-0.2375560777611621,20.5,11.8125,-13.0
169.0,2.50244140625,-0.30517578125,1.03759765625,-0.989165929136021,-0.0632343516342661,-0.1795709097567674,22.5625,14.0625,-8.75
169.5,-7.99560546875,1.8310546875,-0.8544921875,-0.9444868312631612,-0.1062044129764702,-0.2551347392193365,21.1875,14.0625,-15.0625
170.0,-0.1220703125,1.0986328125,0.30517578125,-0.9585253456221198,-0.1162144840845973,-0.238776818140202,22.9375,14.8125,-12.625
170.5,-0.6103515625,0.9765625,0.244140625,-0.9618213446455276,-0.1254921109653004,-0.2399975585192419,23.625,12.1875,-13.0
171.0,0.30517578125,0.06103515625,-0.18310546875,-0.9618213446455276,-0.1253700369273964,-0.2412182988982818,22.25,13.375,-12.125
171.5,0.30517578125,0.42724609375,0.0,-0.9498580889309366,-0.129886776329844,-0.2556230353709525,24.3125,13.0,-12.625
172.0,0.9765625,2.44140625,-0.54931640625,-0.9328897976622822,-0.1900692770165105,-0.2795495468001343,21.9375,12.1875,-12.625
172.5,2.5634765625,0.732421875,1.52587890625,-0.9510788293099764,-0.1341593676564836,-0.2618488113040559,21.875,12.5625,-15.0625
173.0,0.18310546875,0.244140625,-0.06103515625,-0.9472945341349528,-0.1385540330210272,-0.2590411084322642,22.5625,14.0625,-13.0
173.5,-0.1220703125,0.0,0.06103515625,-0.9515671254615924,-0.1385540330210272,-0.2567217017120883,20.5,13.0,-13.375
174.0,-0.18310546875,0.18310546875,0.244140625,-0.9494918668172246,-0.140629291665395,-0.2575762199774163,22.1875,12.1875,-9.1875
174.5,0.0,-0.06103515625,0.0,-0.9491256447035128,-0.1438032166508987,-0.2627033295693838,20.125,13.6875,-14.6875
175.0,-0.30517578125,-0.42724609375,0.42724609375,-0.9479049043244728,-0.1440473647267067,-0.2617267372661519,22.5625,13.0,-13.0
175.5,0.1220703125,0.1220703125,0.06103515625,-0.9491256447035128,-0.1430707724234748,-0.2591631824701682,22.9375,13.375,-11.25
176.0,0.30517578125,0.18310546875,-0.06103515625,-0.9520554216132084,-0.1400189214758751,-0.2575762199774163,21.9375,14.4375,-13.4375
176.5,-0.79345703125,0.1220703125,0.18310546875,-0.9475386822107608,-0.1440473647267067,-0.2638019959105197,21.1875,12.5625,-13.0
177.0,0.244140625,0.0,-0.244140625,-0.9488814966277048,-0.1460005493331705,-0.2598956266975921,22.9375,10.6875,-14.6875
177.5,-0.06103515625,0.0,0.18310546875,-0.9501022370067446,-0.1440473647267067,-0.2644123661000396,21.5625,13.375,-13.0
178.0,0.48828125,-0.18310546875,-0.244140625,-0.9460737937559128,-0.1439252906888027,-0.2618488113040559,22.9375,12.5625,-11.25
178.5,0.0,-0.18310546875,0.06103515625,-0.9519333475753043,-0.1424604022339549,-0.2634357737968077,21.875,12.5625,-14.25
179.0,0.30517578125,-0.06103515625,0.1220703125,-0.9531540879543444,-0.1447798089541306,-0.2624591814935758,22.25,12.5625,-13.8125
179.5,-0.48828125,-0.18310546875,0.244140625,-0.9468062379833369,-0.1422162541581469,-0.260872219000824,20.5,13.0,-11.25
180.0,1.15966796875,-0.18310546875,-0.54931640625,-0.9430219428083132,-0.1456343272194586,-0.2630695516830958,22.25,14.8125,-12.625
180.5,0.06103515625,0.18310546875,0.06103515625,-0.9448530533768732,-0.1488082522049623,-0.2570879238258003,21.9375,12.5625,-13.0
181.0,-0.18310546875,0.3662109375,0.67138671875,-0.9466841639454328,-0.1501510666219062,-0.2649006622516556,21.875,12.5625,-11.75
181.5,0.0,-0.42724609375,0.06103515625,-0.9480269783623768,-0.1461226233710745,-0.2678304391613513,22.1875,13.0,-12.625
182.0,0.06103515625,-0.1220703125,0.1220703125,-0.9485152745139928,-0.1457564012573625,-0.2624591814935758,21.1875,14.0625,-12.625
182.5,-0.1220703125,0.18310546875,0.06103515625,-0.9481490524002808,-0.1447798089541306,-0.2639240699484237,21.9375,12.1875,-15.0625
183.0,0.18310546875,0.0,0.06103515625,-0.9487594225898008,-0.1449018829920346,-0.2664876247444074,22.1875,12.1875,-10.0
183.5,0.06103515625,0.1220703125,-0.06103515625,-0.9476607562486647,-0.1460005493331705,-0.2614825891903439,21.1875,13.0,-12.125
184.0,0.1220703125,0.06103515625,-0.1220703125,-0.9488814966277048,-0.1451460310678426,-0.2657551805169835,23.625,12.1875,-15.5625
184.5,-0.18310546875,0.1220703125,0.18310546875,-0.9476607562486647,-0.1457564012573625,-0.2636799218726157,23.625,15.1875,-11.75
185.0,-0.06103515625,0.1220703125,0.3662109375,-0.9513229773857844,-0.1420941801202429,-0.2624591814935758,22.5625,12.5625,-11.25
185.5,-0.06103515625,0.244140625,0.0,-0.9486373485518969,-0.1472212897122104,-0.2614825891903439,22.25,13.375,-11.75
186.0,0.1220703125,-0.06103515625,0.1220703125,-0.9502243110446486,-0.1445356608783227,-0.2646565141758477,22.9375,14.8125,-8.75
186.5,-0.18310546875,-2.5634765625,1.46484375,-0.9521774956511124,-0.1375774407177953,-0.2424390392773217,21.5625,14.0625,-13.4375
187.0,-1.46484375,0.91552734375,-0.6103515625,-0.9531540879543444,-0.1345255897701956,-0.2502517777031769,22.1875,13.0,-13.375
187.5,2.99072265625,1.52587890625,-1.708984375,-0.9525437177648244,-0.15149388103885,-0.2647785882137516,22.5625,13.0,-14.6875
188.0,-0.244140625,-0.06103515625,0.1220703125,-0.9479049043244728,-0.1418500320444349,-0.2567217017120883,21.9375,14.0625,-11.25
188.5,0.42724609375,0.1220703125,0.0,-0.9505905331583604,-0.1386761070589312,-0.2552568132572405,21.5625,13.375,-10.0
189.0,-0.42724609375,0.30517578125,-0.06103515625,-0.9513229773857844,-0.1398968474379711,-0.2548905911435285,21.9375,12.5625,-13.375
189.5,0.1220703125,0.1220703125,0.1220703125,-0.9498580889309366,-0.1441694387646107,-0.2546464430677205,23.625,12.5625,-14.6875
190.0,-0.732421875,-0.06103515625,0.18310546875,-0.9485152745139928,-0.141239661854915,-0.2570879238258003,21.875,13.375,-12.625
190.5,-0.1220703125,-0.18310546875,0.06103515625,-0.9516891994994964,-0.1423383281960509,-0.2556230353709525,22.9375,13.6875,-15.9375
191.0,-0.18310546875,0.0,0.0,-0.9508346812341684,-0.1433149204992828,-0.2586748863185522,22.5625,11.8125,-13.8125
191.5,-2.01416015625,1.77001953125,-1.220703125,-0.9591357158116398,-0.1403851435895871,-0.2946867275002289,21.1875,10.6875,-15.0625
192.0,-0.244140625,-8.1787109375,-6.2255859375,-0.9708548234504228,-0.0952177495651112,-0.1217078157902768,22.5625,11.0625,-13.0
192.5,-8.9111328125,23.25439453125,-3.41796875,-0.9432660908841212,-0.0744651631214331,-0.293221839045381,21.1875,11.8125,-12.625
193.0,-4.82177734375,-0.48828125,1.46484375,-0.9502243110446486,-0.1095004119998779,-0.2879726554155095,20.5,10.6875,-17.6875
193.5,-5.06591796875,-12.63427734375,-2.01416015625,-0.9643848994415112,-0.130252998443556,-0.1651661732840968,21.1875,14.4375,-14.25
194.0,-4.150390625,-3.662109375,-1.220703125,-0.9851374858851892,-0.1241492965483565,-0.1123081148716696,22.5625,13.0,-14.6875
194.5,0.30517578125,9.27734375,-0.67138671875,-0.978667561876278,-0.1147495956297494,-0.1673635059663686,20.125,11.8125,-14.6875
195.0,1.220703125,2.685546875,-3.47900390625,-0.9831843012787256,-0.1210974456007568,-0.1784722434156316,21.9375,11.0625,-14.25
195.5,-2.50244140625,0.3662109375,0.06103515625,-0.9602343821527756,-0.1284218878749962,-0.216925565355388,22.5625,9.1875,-15.9375
196.0,2.99072265625,-4.21142578125,2.0751953125,-0.9687795648060548,-0.118778038880581,-0.1856746116519669,21.875,12.1875,-14.6875
196.5,4.150390625,5.37109375,-4.08935546875,-0.9742728965117344,-0.0775170140690328,-0.2075258644367809,23.25,13.0,-16.8125
