time,LSHO_gyr_x,LSHO_gyr_y,LSHO_gyr_z,LSHO_acc_x,LSHO_acc_y,LSHO_acc_z,LSHO_mag_x,LSHO_mag_y,LSHO_mag_z
8.5,5.4931640625,3.41796875,2.25830078125,0.1799371318704794,-0.5379802850428785,-0.836451307718131,-12.25,39.25,8.3125
9.0,3.7841796875,-6.53076171875,2.44140625,0.1462446974089785,-0.6004821924497208,-0.7920163579210792,-11.875,38.875,10.625
9.5,-7.87353515625,1.708984375,-14.22119140625,0.1118198187200537,-0.6538285470137638,-0.7571031830805384,-13.6875,36.125,13.75
10.0,-15.93017578125,-2.685546875,-21.8505859375,0.260383922849208,-0.4594866786706137,-0.8718527787102878,-19.5625,35.75,13.75
10.5,0.18310546875,-8.6669921875,4.45556640625,0.2913907284768212,-0.4470351268044069,-0.858546708578753,-16.4375,35.75,14.1875
11.0,-3.23486328125,18.5546875,-8.85009765625,0.2006897183141575,-0.4582659382915738,-0.8954130680257576,-16.75,36.125,11.0625
11.5,15.07568359375,-9.46044921875,11.1083984375,0.1201208532975249,-0.5285805841242713,-0.8344981231116673,-12.25,38.875,7.9375
12.0,0.54931640625,4.0283203125,6.103515625,0.0413830988494521,-0.6179387798699911,-0.8138676107058931,-14.3125,39.25,11.0625
12.5,-14.16015625,15.80810546875,-28.86962890625,0.303842280343028,-0.5053865169225135,-0.8293710135196997,-17.5,35.75,12.1875
13.0,1.52587890625,3.84521484375,1.0986328125,0.3170262764366588,-0.4820703756828516,-0.8603778191473128,-18.5625,35.0,11.75
13.5,-1.52587890625,-1.8310546875,1.40380859375,0.2832117679372539,-0.456556901760918,-0.8635517441328165,-16.4375,34.1875,15.75
14.0,-0.8544921875,-0.48828125,0.79345703125,0.2909024323252052,-0.4544816431165502,-0.8656270027771844,-19.5625,35.4375,13.375
14.5,-0.6103515625,0.48828125,1.708984375,0.282723471785638,-0.4520401623584704,-0.8794213690603351,-15.375,35.0,14.5625
15.0,0.1220703125,-0.06103515625,0.48828125,0.2783288064210943,-0.4537491988891262,-0.8646504104739524,-16.75,35.75,12.9375
15.5,-0.244140625,-0.91552734375,1.708984375,0.2734458449049348,-0.4489883114108707,-0.8611102633747367,-17.5,35.0,14.9375
16.0,2.86865234375,2.3193359375,1.77001953125,0.2766197698904385,-0.4392223883785516,-0.8753929258095035,-20.25,34.625,15.375
16.5,-11.65771484375,-0.6103515625,4.08935546875,0.3027436140018921,-0.3658558915982543,-0.9331339457380902,-20.625,34.625,18.875
17.0,24.47509765625,14.95361328125,6.7138671875,0.4029663991210669,-0.4112674336985382,-0.8922391430402539,-15.0625,36.5625,16.5625
17.5,-32.958984375,63.5986328125,13.427734375,0.129886776329844,-0.4824365977965636,-1.1072115237891782,-11.5625,37.3125,16.9375
18.0,-12.75634765625,7.26318359375,-6.103515625,0.0740989410077211,-0.4471572008423108,-0.8937040314951018,-19.5625,33.4375,17.3125
18.5,18.73779296875,8.60595703125,3.84521484375,0.2838221381267738,-0.4213995788445692,-0.8646504104739524,-18.1875,35.75,12.9375
19.0,0.18310546875,-12.20703125,3.60107421875,0.2486648152104251,-0.5177159947508164,-0.8231452375865963,-15.75,38.125,11.4375
19.5,20.3857421875,-15.0146484375,17.51708984375,0.1602832117679372,-0.5515305032502212,-0.8452406384472182,-11.5625,39.6875,10.625
20.0,0.42724609375,2.38037109375,2.44140625,0.0919217505417035,-0.6162297433393353,-0.7898190252388073,-15.75,36.5625,14.5625
20.5,-8.97216796875,12.39013671875,-29.296875,0.2138737144077883,-0.5022125919370098,-0.7647938474684897,-19.1875,33.8125,15.75
21.0,3.90625,0.67138671875,2.01416015625,0.2906582842493972,-0.3573107089449751,-0.9306924649800103,-17.125,34.625,13.375
21.5,12.5732421875,-12.26806640625,10.19287109375,0.162724692526017,-0.4525284585100864,-0.8393810846278268,-14.3125,38.125,11.0625
22.0,6.2255859375,-7.080078125,-5.06591796875,0.1137730033265175,-0.5783867915890988,-0.815698721274453,-17.125,35.75,11.75
22.5,-9.8876953125,20.44677734375,-21.78955078125,0.1660206915494247,-0.5195471053193762,-0.750389110995819,-23.375,33.8125,12.9375
23.0,-3.5400390625,-3.47900390625,-13.36669921875,0.3570665608691671,-0.4067506942960905,-0.8669698171941282,-19.9375,36.125,13.375
23.5,4.21142578125,2.9296875,2.62451171875,0.347911008026368,-0.4378795739616077,-0.8423108615375225,-20.25,35.75,14.9375
24.0,-0.1220703125,0.6103515625,-0.79345703125,0.3330179754020813,-0.4499649037141026,-0.838038270210883,-23.375,35.4375,12.1875
24.5,5.37109375,-1.3427734375,-8.85009765625,0.3442487868892483,-0.4608294930875576,-0.8402356028931547,-19.9375,34.1875,14.1875
25.0,-5.43212890625,0.79345703125,5.43212890625,0.3411969359416486,-0.4575334940641499,-0.8387707144383069,-21.3125,35.0,14.1875
25.5,0.9765625,1.0986328125,-1.46484375,0.358775597399823,-0.4310434278389843,-0.8393810846278268,-20.25,34.625,16.9375
26.0,0.3662109375,-0.79345703125,-0.6103515625,0.3402203436384167,-0.4395886104922635,-0.8452406384472182,-21.625,35.0,16.125
26.5,-0.1220703125,0.30517578125,-0.244140625,0.3507187108981597,-0.4493545335245826,-0.8421887874996186,-21.0,34.625,11.75
27.0,-2.44140625,1.46484375,2.8076171875,0.3504745628223517,-0.4415417950987274,-0.8451185644093142,-20.25,34.1875,14.1875
27.5,1.77001953125,-0.06103515625,-2.25830078125,0.3607287820062868,-0.4351939451277199,-0.8387707144383069,-21.625,33.4375,12.9375
28.0,0.06103515625,0.06103515625,0.67138671875,0.3481551561021759,-0.4497207556382946,-0.8353526413769952,-21.625,33.0,11.0625
28.5,-1.5869140625,0.54931640625,1.64794921875,0.3596301156651509,-0.4439832758568071,-0.8395031586657308,-22.0,35.4375,14.1875
29.0,0.30517578125,0.18310546875,-0.18310546875,0.3634144108401745,-0.4417859431745353,-0.8386486404004029,-21.0,35.4375,10.25
29.5,1.03759765625,-0.48828125,-2.197265625,0.3618274483474227,-0.4366588335825678,-0.8386486404004029,-23.375,34.1875,10.625
30.0,0.06103515625,0.244140625,0.48828125,0.358531449324015,-0.4445936460463271,-0.837061677907651,-22.375,35.0,12.1875
30.5,-0.06103515625,0.1220703125,-0.244140625,0.3619495223853267,-0.4397106845301675,-0.8387707144383069,-21.625,33.8125,11.4375
31.0,-0.732421875,0.67138671875,0.30517578125,0.3665883358256783,-0.4203009125034333,-0.8443861201818903,-22.0,32.6875,10.625
31.5,-0.06103515625,-0.30517578125,-0.54931640625,0.3634144108401745,-0.4327524643696402,-0.8404797509689627,-21.625,33.0,12.5625
32.0,-0.1220703125,-0.18310546875,-0.1220703125,0.358409375286111,-0.4356822412793359,-0.8418225653859066,-21.625,36.125,13.375
32.5,0.42724609375,-0.3662109375,0.30517578125,0.3556016724143193,-0.4369029816583758,-0.8437757499923704,-23.0625,34.1875,14.5625
33.0,0.3662109375,0.18310546875,-0.18310546875,0.3542588579973754,-0.4378795739616077,-0.8421887874996186,-16.125,36.125,14.1875
33.5,5.9814453125,-15.2587890625,9.82666015625,0.3442487868892483,-0.4832911160618915,-0.8431653798028504,-12.625,39.25,8.6875
34.0,21.91162109375,-5.67626953125,16.78466796875,0.0745872371593371,-0.564470351268044,-0.7958006530961028,-11.25,40.0625,5.5625
34.5,1.40380859375,-0.48828125,2.25830078125,0.0219733268227179,-0.6465041047395246,-0.7540513321329386,-21.3125,33.8125,15.75
35.0,-33.203125,21.728515625,-20.5078125,0.292977690969573,-0.4868312631611072,-0.8207037568285165,-23.375,33.4375,14.5625
35.5,-0.54931640625,1.40380859375,-5.37109375,0.3060396130252998,-0.4261604663228248,-0.8075197607348857,-18.1875,38.5,9.5
36.0,24.84130859375,-17.51708984375,30.09033203125,0.3204443494979705,-0.4460585345011749,-0.8236335337382122,-14.6875,36.9375,17.6875
36.5,6.28662109375,18.61572265625,13.61083984375,0.1698049867244483,-0.5279702139347514,-0.8331553086947233,-16.75,37.3125,11.75
37.0,-0.732421875,-0.30517578125,-3.60107421875,0.2207098605304117,-0.521744438001648,-0.8532975249488814,-16.75,35.75,12.5625
37.5,-5.55419921875,19.34814453125,-19.10400390625,0.1672414319284646,-0.4759666737876522,-0.8747825556199835,-16.75,37.3125,19.25
38.0,4.39453125,3.41796875,7.9345703125,0.2127750480666524,-0.3923459578234199,-0.9029816583758048,-13.6875,37.3125,13.375
38.5,2.86865234375,4.0283203125,19.775390625,0.1441694387646107,-0.5201574755088961,-0.8542741172521134,-12.25,36.9375,15.75
39.0,-0.18310546875,-1.46484375,0.67138671875,0.1608935819574572,-0.4774315622425,-0.869045075838496,-15.375,36.5625,17.3125
39.5,-1.15966796875,-0.244140625,-0.06103515625,0.1533249916074099,-0.4810937833796197,-0.8703878902554399,-13.6875,36.9375,18.0625
40.0,-1.0986328125,0.67138671875,1.46484375,0.1617481002227851,-0.4793847468489638,-0.8733176671651357,-13.9375,37.75,12.9375
40.5,9.82666015625,4.7607421875,-3.0517578125,0.1356242561113315,-0.4791405987731559,-0.8764915921506393,-12.625,37.3125,13.375
41.0,-3.7841796875,-1.220703125,5.31005859375,0.1677297280800805,-0.5068514053773614,-0.869533371990112,-12.25,37.75,12.5625
41.5,-4.33349609375,-2.9296875,-2.86865234375,0.1530808435316019,-0.4909817804498428,-0.8517105624561296,-14.3125,36.5625,11.4375
42.0,0.244140625,-0.9765625,-1.0986328125,0.1661427655873287,-0.5135654774620807,-0.8492690816980498,-13.6875,37.75,14.5625
42.5,0.0,0.244140625,0.3662109375,0.1650440992461928,-0.5042878505813776,-0.8617206335642568,-12.9375,36.125,15.375
43.0,-2.25830078125,-0.42724609375,2.86865234375,0.1575975829340495,-0.4929349650563066,-0.8670918912320322,-13.6875,36.5625,15.375
43.5,0.1220703125,0.18310546875,-0.244140625,0.1584521011993774,-0.4908597064119388,-0.8683126316110721,-11.5625,35.0,11.75
44.0,-0.244140625,0.06103515625,-0.06103515625,0.1574755088961455,-0.4940336313974425,-0.8714865565965758,-12.25,39.25,12.9375
44.5,0.244140625,-0.1220703125,-0.30517578125,0.1562547685171056,-0.4897610400708029,-0.8679464094973601,-12.25,36.5625,14.1875
45.0,0.06103515625,0.06103515625,-0.18310546875,0.1583300271614734,-0.4882961516159551,-0.8691671498764,-9.8125,40.0625,10.625
45.5,12.02392578125,4.5166015625,-19.8974609375,0.2119205298013245,-0.4769432660908841,-0.8506118961149938,-16.125,38.125,13.75
46.0,-1.64794921875,-6.28662109375,-4.8828125,-0.0338145084994048,-0.6430860316782129,-0.7547837763603625,-21.3125,36.9375,12.9375
46.5,-37.65869140625,41.9921875,-34.5458984375,0.1818903164769432,-0.4511856440931425,-0.8402356028931547,-13.9375,38.5,13.75
47.0,6.77490234375,5.4931640625,6.7138671875,0.3549913022247993,-0.4770653401287881,-0.8286385692922758,-12.625,38.5,11.0625
47.5,11.23046875,-40.8935546875,43.45703125,0.118655964842677,-0.5345622119815668,-0.8191167943357647,-13.3125,38.875,14.5625
48.0,-7.75146484375,22.15576171875,-4.7607421875,0.1706595049897763,-0.6124454481643117,-0.8482924893948179,-14.3125,37.3125,10.25
48.5,9.46044921875,-10.009765625,9.09423828125,0.0780053102206488,-0.5293130283516954,-0.7868892483291116,-17.8125,35.4375,14.5625
49.0,-17.15087890625,8.4228515625,-19.04296875,0.1528366954557939,-0.5424970244453261,-0.8391369365520188,-16.75,35.0,13.375
49.5,4.39453125,-1.28173828125,-12.0849609375,0.1130405590990936,-0.4810937833796197,-0.8854029969176306,-17.125,35.4375,12.9375
50.0,8.056640625,-6.34765625,-0.9765625,0.217535935544908,-0.4806054872280038,-0.836939603869747,-16.4375,35.0,14.1875
50.5,0.0,14.22119140625,0.48828125,0.2517166661580248,-0.4699850459303568,-0.8409680471205786,-15.75,35.4375,13.375
51.0,-0.06103515625,-1.03759765625,-0.18310546875,0.2747886593218787,-0.4294564653462325,-0.8694112979522081,-17.125,36.5625,12.9375
51.5,0.54931640625,-0.18310546875,-1.3427734375,0.2775963621936704,-0.4593646046327097,-0.8612323374126407,-16.75,35.4375,16.9375
52.0,0.1220703125,-22.76611328125,2.685546875,0.3237403485213782,-0.4091921750541704,-0.8939481795709098,-18.875,32.25,16.9375
52.5,-3.72314453125,0.3662109375,-19.95849609375,0.2222968230231635,-0.4266487624744407,-0.870143742179632,-15.0625,35.75,17.3125
53.0,0.30517578125,3.47900390625,-7.6904296875,0.3394878994109928,-0.4141972106082339,-0.8838160344248787,-11.875,39.25,15.375
53.5,10.07080078125,-22.0947265625,10.07080078125,0.206305124057741,-0.4441053498947111,-0.8951689199499496,-14.3125,38.5,14.5625
54.0,-2.38037109375,23.4375,5.9814453125,0.0518814661091952,-0.5096591082491531,-0.8388927884762108,-12.25,38.125,15.375
54.5,-0.3662109375,-0.732421875,-2.0751953125,0.1893368327890865,-0.4664448988311411,-0.8845484786523026,-13.9375,37.3125,14.1875
55.0,-0.91552734375,-0.67138671875,-0.3662109375,0.1641895809808649,-0.4850001525925473,-0.8738059633167516,-12.25,36.125,17.6875
55.5,-0.244140625,-0.06103515625,-0.91552734375,0.1647999511703848,-0.4758445997497482,-0.879909665211951,-13.6875,38.125,18.5
56.0,0.1220703125,0.0,-0.30517578125,0.162358470412305,-0.4757225257118442,-0.8747825556199835,-12.9375,35.75,13.375
56.5,0.30517578125,0.0,-0.30517578125,0.162968840601825,-0.4813379314554277,-0.8706320383312479,-13.3125,37.3125,17.6875
57.0,-0.30517578125,-0.06103515625,-0.42724609375,0.1612598040711691,-0.4742576372569964,-0.8795434430982391,-12.25,37.75,11.75
57.5,0.3662109375,0.9765625,1.220703125,0.1617481002227851,-0.467055269020661,-0.8728293710135197,-13.3125,36.5625,17.6875
58.0,-0.18310546875,0.06103515625,-0.30517578125,0.1607715079195532,-0.4748680074465163,-0.880031739249855,-14.6875,37.3125,16.5625
58.5,0.06103515625,0.1220703125,-0.6103515625,0.162724692526017,-0.4754783776360362,-0.8779564806054873,-12.625,36.9375,13.75
59.0,-0.06103515625,-0.1220703125,-0.244140625,0.1634571367534409,-0.4745017853328043,-0.880031739249855,-13.3125,35.4375,14.1875
59.5,0.30517578125,0.06103515625,-0.1220703125,0.1607715079195532,-0.4718161564989166,-0.8761253700369274,-11.25,36.5625,14.5625
60.0,0.48828125,0.06103515625,0.06103515625,0.1611377300332651,-0.4791405987731559,-0.8738059633167516,-13.3125,38.875,14.9375
60.5,0.0,-0.06103515625,-0.18310546875,0.1644337290566728,-0.4763328959013642,-0.8725852229377117,-12.9375,37.3125,13.375
61.0,-0.18310546875,0.06103515625,-0.1220703125,0.1608935819574572,-0.4751121555223243,-0.8764915921506393,-13.6875,36.125,14.5625
61.5,0.18310546875,0.0,-0.1220703125,0.1605273598437452,-0.4734031189916684,-0.8750267036957915,-13.6875,37.3125,13.375
62.0,0.06103515625,0.1220703125,-0.30517578125,0.1650440992461928,-0.4736472670674764,-0.8766136661885433,-12.625,37.75,14.9375
62.5,0.42724609375,0.1220703125,-0.3662109375,0.162236396374401,-0.4749900814844203,-0.8723410748619037,-13.3125,38.5,13.75
63.0,0.244140625,0.0,0.06103515625,0.1615039521469771,-0.4745017853328043,-0.8762474440748313,-12.9375,36.5625,13.375
63.5,0.18310546875,0.0,-0.1220703125,0.1584521011993774,-0.4818262276070437,-0.870143742179632,-13.6875,37.75,16.125
64.0,0.1220703125,0.0,-0.18310546875,0.1601611377300332,-0.4765770439771721,-0.8720969267860957,-12.625,36.9375,15.75
64.5,-0.1220703125,-0.06103515625,-0.42724609375,0.1641895809808649,-0.4732810449537644,-0.8789330729087191,-11.5625,38.5,14.1875
65.0,0.1220703125,0.18310546875,-0.6103515625,0.1650440992461928,-0.4776757103183081,-0.8758812219611194,-11.5625,37.3125,11.75
65.5,0.0,0.06103515625,-0.3662109375,0.1632129886776329,-0.4747459334086123,-0.8794213690603351,-14.3125,36.9375,14.1875
66.0,0.54931640625,0.0,-0.1220703125,0.1640675069429609,-0.4791405987731559,-0.8753929258095035,-15.375,36.5625,14.1875
66.5,0.3662109375,0.1220703125,-0.18310546875,0.1635792107913449,-0.477797784356212,-0.8735618152409437,-12.9375,37.3125,14.5625
67.0,-0.30517578125,-0.06103515625,-0.6103515625,0.162724692526017,-0.4749900814844203,-0.8762474440748313,-12.25,38.875,13.75
67.5,-0.244140625,-0.18310546875,-0.732421875,0.162480544450209,-0.4766991180150761,-0.8773461104159673,-13.6875,37.3125,13.75
68.0,-0.1220703125,-0.244140625,0.0,0.162236396374401,-0.4741355632190924,-0.8780785546433912,-11.875,37.75,20.0625
68.5,0.1220703125,0.30517578125,-0.42724609375,0.1596728415784173,-0.4746238593707083,-0.8791772209845271,-11.875,36.5625,16.5625
69.0,0.1220703125,0.1220703125,-0.18310546875,0.1586962492751853,-0.4730368968779564,-0.8795434430982391,-12.9375,37.3125,13.375
69.5,0.54931640625,0.30517578125,-0.18310546875,0.1579638050477614,-0.4736472670674764,-0.8730735190893277,-11.25,38.125,14.9375
70.0,0.42724609375,0.1220703125,0.18310546875,0.1580858790856654,-0.4752342295602282,-0.8761253700369274,-12.625,38.125,13.375
70.5,0.30517578125,0.1220703125,0.0,0.1572313608203375,-0.4715720084231086,-0.879665517136143,-12.9375,38.5,13.75
71.0,0.1220703125,0.244140625,0.18310546875,0.1588183233130894,-0.4765770439771721,-0.8780785546433912,-11.875,38.5,17.3125
71.5,0.48828125,0.1220703125,0.1220703125,0.1557664723654896,-0.4743797112949003,-0.8741721854304636,-13.3125,36.9375,11.4375
72.0,0.30517578125,0.42724609375,-0.42724609375,0.1639454329050569,-0.4741355632190924,-0.8789330729087191,-12.25,36.9375,12.1875
72.5,0.244140625,0.06103515625,-0.30517578125,0.1596728415784173,-0.4699850459303568,-0.8778344065675833,-13.3125,38.875,14.9375
73.0,0.6103515625,0.42724609375,-0.30517578125,0.1643116550187688,-0.4788964506973479,-0.8724631488998077,-12.625,36.9375,14.5625
73.5,0.30517578125,0.06103515625,-0.30517578125,0.1604052858058412,-0.4765770439771721,-0.8755149998474074,-11.25,35.75,15.375
74.0,-0.30517578125,-0.06103515625,-0.67138671875,0.1564989165929136,-0.4771874141666921,-0.8761253700369274,-12.25,36.5625,18.0625
74.5,-0.30517578125,-0.244140625,-0.06103515625,0.1590624713888973,-0.4746238593707083,-0.880397961363567,-12.9375,36.5625,14.5625
75.0,0.06103515625,-0.06103515625,-0.30517578125,0.1583300271614734,-0.4709616382335886,-0.879909665211951,-12.625,38.125,12.9375
75.5,0.18310546875,-0.06103515625,-0.06103515625,0.1597949156163213,-0.4697408978545487,-0.8772240363780633,-13.6875,38.125,13.75
76.0,0.79345703125,0.18310546875,-0.06103515625,0.1616260261848811,-0.4754783776360362,-0.8758812219611194,-13.3125,36.9375,13.375
76.5,0.54931640625,0.6103515625,-0.244140625,0.162724692526017,-0.4796288949247719,-0.8779564806054873,-13.3125,38.5,14.9375
77.0,-0.3662109375,-0.06103515625,-0.3662109375,0.1595507675405133,-0.4751121555223243,-0.8786889248329112,-13.3125,36.9375,16.9375
77.5,0.1220703125,0.244140625,-0.244140625,0.162480544450209,-0.4774315622425,-0.8757591479232154,-11.875,36.9375,15.375
78.0,-0.18310546875,-0.3662109375,-0.67138671875,0.1596728415784173,-0.4749900814844203,-0.8786889248329112,-12.9375,37.3125,14.1875
78.5,0.244140625,0.1220703125,-0.06103515625,0.1607715079195532,-0.4741355632190924,-0.8768578142643513,-12.25,38.125,17.3125
79.0,0.3662109375,-0.06103515625,-0.1220703125,0.1652882473220008,-0.478408154545732,-0.8767357402264473,-13.3125,37.3125,15.375
79.5,0.42724609375,0.1220703125,-0.18310546875,0.1608935819574572,-0.4769432660908841,-0.8774681844538713,-12.25,35.75,15.375
80.0,0.1220703125,0.244140625,-0.244140625,0.1589403973509933,-0.4831690420239875,-0.8728293710135197,-12.625,35.75,13.75
80.5,-0.1220703125,0.06103515625,-0.54931640625,0.1572313608203375,-0.477919858394116,-0.8723410748619037,-11.875,38.125,16.125
81.0,-0.244140625,0.1220703125,-0.3662109375,0.1591845454268013,-0.4803613391521958,-0.8756370738853114,-13.3125,36.5625,13.75
81.5,-0.06103515625,-0.30517578125,-0.18310546875,0.1584521011993774,-0.4751121555223243,-0.8780785546433912,-12.25,37.3125,14.9375
82.0,0.244140625,0.06103515625,0.0,0.1599169896542253,-0.4748680074465163,-0.8762474440748313,-13.3125,38.125,16.9375
82.5,0.06103515625,0.06103515625,-0.30517578125,0.1594286935026093,-0.4771874141666921,-0.8746604815820795,-13.6875,36.125,16.125
83.0,0.42724609375,0.18310546875,0.06103515625,0.1597949156163213,-0.4764549699392681,-0.8753929258095035,-11.875,36.9375,12.9375
83.5,0.06103515625,-0.06103515625,-0.244140625,0.1606494338816492,-0.478286080507828,-0.8775902584917753,-12.9375,38.5,16.5625
84.0,-0.244140625,-0.06103515625,-0.18310546875,0.1566209906308175,-0.4765770439771721,-0.8762474440748313,-14.6875,36.5625,14.1875
84.5,0.06103515625,-0.06103515625,0.06103515625,0.1608935819574572,-0.4731589709158604,-0.8734397412030397,-13.6875,36.5625,14.5625
85.0,-0.30517578125,-0.244140625,-0.30517578125,0.1567430646687215,-0.47804193243202,-0.8795434430982391,-12.25,39.6875,11.4375
85.5,0.54931640625,0.42724609375,-0.3662109375,0.1611377300332651,-0.477309488204596,-0.8760032959990234,-12.25,38.5,13.375
86.0,0.54931640625,0.3662109375,0.06103515625,0.1606494338816492,-0.4776757103183081,-0.8789330729087191,-21.3125,35.4375,11.75
86.5,18.49365234375,-17.333984375,1.15966796875,0.1678518021179845,-0.4897610400708029,-0.8709982604449599,-15.375,38.5,14.5625
87.0,2.25830078125,-1.64794921875,-0.1220703125,0.0872829371013519,-0.5970641193884091,-0.7948240607928708,-16.125,36.9375,12.5625
87.5,-24.2919921875,12.939453125,-20.20263671875,0.3354594561601611,-0.456190679647206,-0.8921170690023499,-12.9375,37.75,13.375
88.0,7.26318359375,-4.94384765625,12.87841796875,0.3502304147465437,-0.4143192846461379,-0.8539078951384015,-14.3125,37.75,14.9375
88.5,-4.5166015625,26.4892578125,1.0986328125,0.0875270851771599,-0.5257728812524797,-0.8314462721640675,-16.125,34.625,16.5625
89.0,-1.8310546875,-2.99072265625,-2.8076171875,0.1870174260689108,-0.4724265266884365,-0.8729514450514236,-11.875,38.5,14.5625
89.5,-2.9296875,-2.25830078125,-0.30517578125,0.1783501693777276,-0.4904934842982268,-0.8647724845118564,-14.3125,37.3125,10.625
90.0,-2.50244140625,6.4697265625,-22.0947265625,0.238288521988586,-0.4032105471968749,-0.8954130680257576,-13.3125,36.5625,12.9375
90.5,11.53564453125,-8.72802734375,20.81298828125,0.0788598284859767,-0.4901272621845149,-0.8393810846278268,-12.25,37.3125,14.9375
91.0,-6.7138671875,-2.8076171875,-1.708984375,0.1383098849452192,-0.4195684682760094,-0.8489028595843379,-12.9375,40.0625,11.75
91.5,-0.79345703125,-0.6103515625,-0.42724609375,0.1539353617969298,-0.5061189611499375,-0.8580584124271371,-13.6875,36.9375,16.5625
92.0,0.0,-0.1220703125,-0.732421875,0.1495406964323862,-0.5014801477095858,-0.8612323374126407,-11.5625,36.125,16.9375
92.5,-0.30517578125,-0.3662109375,0.30517578125,0.1586962492751853,-0.5014801477095858,-0.858912930692465,-11.25,36.125,11.75
93.0,-0.42724609375,-0.18310546875,-0.18310546875,0.151982177190466,-0.4984282967619861,-0.8619647816400647,-13.6875,37.3125,12.9375
93.5,-0.30517578125,-0.06103515625,-0.3662109375,0.1579638050477614,-0.4951322977385785,-0.8674581133457442,-15.375,36.9375,13.75
94.0,0.1220703125,0.18310546875,0.18310546875,0.151982177190466,-0.4913480025635548,-0.8681905575731681,-13.3125,36.5625,12.9375
94.5,-0.06103515625,-0.30517578125,-0.30517578125,0.1507614368114261,-0.4962309640797143,-0.8629413739432966,-14.6875,35.0,14.9375
95.0,1.52587890625,-0.18310546875,0.42724609375,0.195318460646382,-0.5390789513840144,-0.8667256691183203,-15.375,35.75,17.3125
95.5,-2.44140625,2.8076171875,5.67626953125,0.2535477767265847,-0.4292123172704245,-0.9055452131717888,-15.375,35.4375,14.9375
96.0,0.48828125,-0.3662109375,0.1220703125,0.2144840845973082,-0.4538712729270302,-0.8791772209845271,-13.6875,35.0,13.75
96.5,-0.1220703125,-1.52587890625,-1.40380859375,0.2085024567400128,-0.4603411969359416,-0.8733176671651357,-15.375,36.5625,16.125
97.0,-0.1220703125,0.9765625,-3.35693359375,0.2230292672505874,-0.455824457533494,-0.8739280373546556,-13.6875,37.3125,16.9375
97.5,-0.732421875,-0.8544921875,-0.79345703125,0.2088686788537248,-0.4439832758568071,-0.8816187017426069,-15.375,36.9375,18.0625
98.0,0.06103515625,-0.1220703125,-0.1220703125,0.2116763817255165,-0.4481337931455427,-0.881374553666799,-15.375,36.125,15.375
98.5,0.48828125,0.3662109375,-0.79345703125,0.2077700125125889,-0.4464247566148869,-0.880153813287759,-14.6875,35.4375,12.9375
99.0,0.30517578125,0.0,-0.54931640625,0.2087466048158208,-0.4432508316293832,-0.880153813287759,-14.6875,38.125,15.375
99.5,0.06103515625,-0.06103515625,-0.244140625,0.2126529740287484,-0.4474013489181188,-0.881374553666799,-13.3125,37.3125,13.75
